id,level,exp,hp
8880200,180,2040000,1680000000
8880201,179,26864,6666400
8880202,55,4960,335000
8881000,129,88400,2100000000
8890000,200,99999,1800000000
8890001,200,99999,1800000000
8890002,200,99999,1800000000
8900000,190,99999,2000000000
8900001,190,99999,2000000000
8900002,190,99999,2000000000
8900003,190,99999,1000
8900100,120,99999,315000000
8900101,120,99999,315000000
8900102,120,99999,315000000
8900103,120,99999,1000
8910000,190,99999,2000000000
8910001,190,99999,800000000
8910100,120,99999,315000000
8910101,180,99999,20000000
8920000,190,99999,2000000000
8920001,190,99999,2000000000
8920002,190,99999,2000000000
8920003,190,99999,2000000000
8920004,190,99999,20
8920005,190,99999,550000000
8920006,190,99999,1000
8920100,120,99999,315000000
8920101,120,99999,315000000
8920102,120,99999,315000000
8920103,120,99999,315000000
8920104,120,99999,20
8920105,120,99999,5500000
8920106,120,99999,1000
8930000,190,99999,2000000000
8930001,190,99999,2000000000
8930100,130,99999,550000000
8930101,188,3500000,600000
8940000,30,0,?????????????????
8940001,30,0,?????????????????
8940002,30,0,?????????????????
8940003,30,0,?????????????
8940004,30,0,?????????????
8940005,30,0,?????????????????
8940006,30,0,?????????????????
8940007,30,0,?????????????????
8940008,30,0,?????????????????
8940009,180,0,100000000
8940010,30,0,11000
8940011,30,0,13300
8940012,30,0,9999
8940013,30,0,9000
8940014,180,0,100000000
8940015,180,0,100000000
8940016,180,0,100000000
8940017,180,0,100000000
8940018,180,0,100000000
8940019,180,0,100000000
8940020,180,0,100000000
8940021,180,0,100000000
8940022,180,0,100000000
8940023,180,0,100000000
8940024,180,0,100000000
8940025,180,0,100000000
8940026,180,0,100000000
8940027,180,0,100000000
8940028,180,0,100000000
8940029,180,0,100000000
8940030,180,0,100000000
8940031,180,0,100000000
8940032,180,0,100000000
8940033,180,0,100000000
8940034,180,0,100000000
8940035,180,0,100000000
8940036,180,0,100000000
8940037,180,0,100000000
8940038,180,0,100000000
8940039,180,0,100000000
8940040,180,0,100000000
8950000,210,0,????????????
8950001,210,0,????????????
8950002,210,30000000,????????????
8950003,190,0,2000000000
8950004,190,0,2000000000
8950005,190,0,2000000000
8950006,210,0,2000000000
8950007,190,0,2000000000
8950100,210,0,????????????
8950101,210,0,????????????
8950102,210,30000000,????????????
8950103,190,0,1000000000
8950104,190,0,1000000000
8950105,190,0,1000000000
8950106,210,0,2000000000
8950107,190,0,1000000000
8950108,210,0,210000000
9000001,35,0,1400
9000002,35,0,1400
9000100,35,0,1400
9000101,35,0,1400
9000200,35,0,1400
9000201,35,0,1400
9000300,35,0,1400
9000301,35,0,1400
9001000,70,2000,130000
9001001,70,2000,80000
9001002,70,2000,100000
9001003,70,2000,100000
9001004,70,2000,110000
9001005,35,2000,1400
9001006,35,2000,1400
9001007,35,2000,1400
9001008,70,2000,25000
9001009,80,2000,150000
9001010,120,2000,9300000
9001011,35,2000,1400
9001012,35,2000,1400
9001013,70,2000,130000
9001014,100,2000,2000000
9001015,20,35,375
9001016,25,44,525
9001017,30,60,900
9001018,60,388,11000
9001019,33,388,1500
9001020,50,130,3000
9001021,51,135,3200
9001022,47,119,2640
9001023,53,146,3600
9001024,57,172,4600
9001025,42,103,2100
9001026,45,330,7800
9001027,57,172,4600
9001028,67,263,8500
9001029,70,296,10000
9001030,68,274,9000
9001031,30,274,14000
9001032,70,274,130000
9001033,35,274,10000
9001034,120,274,210000
9001035,100,274,800000
9001036,30,274,25000
9001037,70,2400,110000
9001038,70,2400,110000
9001039,100,2400,800000
9001040,100,2400,800000
9001041,100,2400,1200000
9001042,100,2400,1200000
9001043,100,2400,2500000
9001044,100,2400,2500000
9001045,30,2400,36000
9001046,70,2400,50000
9001047,100,2400,2500000
9001048,3,5,25
9001049,6,5,130
9001050,6,5,65
9001051,5,5,60
9001052,100,5,85000
9001053,100,5,65000
9001054,9,5,132
9001055,11,19,150
9001056,15,19,500
9001057,27,19,35000
9001058,100,19,1200000
9010000,110,19,66000000
9010001,110,19,88000000
9010002,110,360340,110000000
9010003,70,360340,4280000
9010004,1,360340,600000000
9010005,1,360340,600000000
9010007,160,291960,330000000
9010008,180,6290000,2100000000
9010009,190,2040000,2100000000
9010010,190,2040000,2100000000
9010011,10,0,9
9010012,10,0,10000
9010013,10,0,10000
9010017,10,0,10
9010018,10,0,10
9010019,10,0,5000000
9010020,10,0,1000000
9010021,10,0,10000000
9010022,10,0,1000000
9010023,10,0,1000000
9010024,1,3500,5000000
9010025,1,0,1
9010026,1,1,9900
9010027,1,1,9900
9010028,1,1,9900
9010029,1,1,9900
9010030,1,1,9900
9010031,1,1,9900
9010032,1,1,9900
9010033,1,1,9900
9010034,1,1,9900
9010035,1,1,9900
9010036,1,1,9900
9010037,10,0,1000000000
9010038,1,1,9900
9010039,1,1,9900
9010040,1,1,9900
9010041,1,1,9900
9010042,1,1,9900
9010043,1,1,9900
9010044,1,1,9900
9010045,1,1,9900
9010046,1,1,9900
9010047,1,1650,5000000
9010048,1,0,1
9010049,10,0,125
9010050,10,0,1000000
9010051,125,0,1619775
9010052,90,0,220000
9010053,11,0,11000
9010054,10,0,100000000
9010055,1,0,1000000
9010056,1,0,1000000
9010057,1,0,1000000
9010058,1,0,1000
9010059,1,0,1000
9010060,1,0,1000
9010061,1,0,1000
9010062,1,0,1000
9010063,1,0,1000
9010064,1,0,132
9010065,1,0,132
9010066,1,0,132
9010067,1,0,132
9010068,1,0,132
9010069,1,0,132
9010070,1,0,132
9010071,1,0,132
9010072,1,0,132
9010073,1,0,132
9010074,1,0,60
9010075,1,0,60
9010076,1,0,60
9010077,1,0,96
9010078,1,0,96
9010079,1,0,96
9010080,1,0,96
9010081,1,0,96
9010082,1,0,96
9010083,1,0,96
9010084,1,0,36
9010085,1,0,36
9010086,1,0,36
9010087,1,0,12
9010088,1,0,12
9010089,1,0,12
9010090,10,0,24000
9010091,10,0,1000000
9010092,10,0,1000000
9010093,10,0,1000000
9010094,10,0,1000000
9010095,1,0,1000000
9010096,1,0,36
9010098,15,0,78000000
9010099,150,0,2000000000
9010100,120,0,1000000000
9010101,10,0,3000
9010102,10,17,125
9010103,10,0,10
9010104,10,0,100
9010105,10,0,50000
9010106,10,0,100
9010107,10,0,50000
9010108,10,0,100
9010109,10,0,50000
9010110,10,0,100
9010111,10,0,50000
9010112,10,0,100
9010113,10,0,100000000
9010114,10,0,500000
9010115,10,0,100000
9010116,10,0,10
9010117,10,0,1031000
9010118,10,0,99999999
9010119,10,0,1000000
9010120,10,0,1000000
9010121,10,0,1000000
9010122,10,0,7777777
9010123,10,0,100000000
9010124,10,0,300000
9010125,10,0,300000
9010126,10,0,300000
9010127,10,0,300000
9010128,10,0,300000
9010129,10,0,300000
9010130,10,0,300000
9010131,10,0,300000
9010132,10,0,300000
9010133,10,0,300000
9010134,10,0,300000
9010135,10,0,300000
9010136,10,0,3000000
9010137,10,0,50000
9010138,10,0,50000
9010139,10,0,50000
9010140,10,0,50000
9010141,10,0,50000
9010142,10,0,50000
9010143,10,0,50000
9010144,10,0,50000
9010145,10,0,50000
9010146,10,0,50000
9010147,10,0,50000
9010148,10,0,50000
9010149,10,0,700000000
9010150,10,0,5000
9010151,10,0,10
9010152,100,5830,613525
9010153,105,6648,821400
9010154,110,7665,1542490
9010155,115,8955,1711012
9010156,120,10592,1990904
9010157,125,12647,2441627
9010158,130,15195,3122644
9010159,135,18308,4093416
9010160,140,22060,5413407
9010161,145,26525,7142078
9010162,150,31774,9338892
9010163,155,37882,12063311
9010164,160,44921,15374796
9010165,165,52965,19332810
9010166,170,62087,23996816
9010167,175,72360,29426275
9010168,180,83858,35680650
9010169,185,87571,37920487
9010170,190,91284,40160324
9010171,195,94997,42400161
9010172,200,98708,44640000
9010173,205,112662,51973800
9010174,210,248003,119599200
9010175,215,278138,136530000
9010176,220,309470,187966240
9010177,225,342720,211494140
9010178,230,393361,258998400
9010179,235,431459,288184000
9010180,240,470824,318873600
9010181,245,518511,439566000
9020000,10,1,125
9020001,10,1,125
9020002,10,1,125
9020003,10,1,125
9020004,10,1,125
9020005,10,1,125
9020006,10,1,125
9020007,10,1,125
9020008,10,1,125
9020009,10,1,125
9020010,10,1,125
9020011,10,1,125
9020012,10,1,125
9020013,10,1,125
9020014,10,1,125
9020015,10,1,125
9020016,10,1,125
9020017,10,1,125
9020018,10,1,125
9020019,10,1,125
9020020,10,1,125
9020021,10,1,125
9020022,10,1,125
9020023,10,1,125
9020024,10,1,125
9020025,10,1,125
9020026,10,1,125
9020027,10,1,125
9020028,10,1,125
9020029,10,1,125
9020030,10,1,125
9020031,10,1,125
9020032,10,1,125
9100000,200,1,930000
9100001,200,1,930000
9100002,200,1,930000
9100003,200,1,930000
9100004,200,1,930000
9100005,200,1,930000
9100006,200,1,930000
9100007,200,1,930000
9100008,200,1,930000
9100009,200,1,930000
9100010,200,1,930000
9100011,15,0,12500
9100012,45,134,4800
9100013,86,134,74000
9100014,18,30,500
9100015,20,42,700
9100016,22,45,800
9100017,24,49,950
9100018,26,52,1100
9100019,29,52,6000
9100020,18,39,435
9100021,22,50,650
9100022,22,32,1200
9100023,27,5,400
9100024,135,6138,17520000
9100025,140,7352,54390000
9100026,75,436,16500
9100027,10,0,999999999
9100028,10,0,125
9100029,10,0,50000
9100030,10,0,500
9100031,10,0,125
9100032,10,0,500
9100033,1,0,10
9100034,10,0,1300
9100035,60,0,5500
9100036,60,0,5500
9100037,23,0,465
9100038,10,0,999999999
9100039,1,0,1
9100040,30,0,22000
9100041,10,0,999999999
9100043,200,0,4200000
9100044,163,6624,720000
9100045,8,13,95
9100046,55,216,9600
9100047,55,216,9600
9100048,83,34200,5520000
9100049,10,34200,2100000000
9101078,1,1,2000000000
9101092,125,110000,12000000
9101093,125,110000,12000000
9200000,25,44,525
9200001,32,68,1100
9200002,10,17,125
9200003,22,39,435
9200004,15,26,250
9200005,6,10,65
9200006,37,86,1600
9200007,40,96,1900
9200008,20,35,375
9200009,55,156,4000
9200010,24,42,495
9200011,27,50,650
9200012,50,130,3000
9200013,40,96,1900
9200014,62,213,6300
9200015,30,60,900
9200016,30,60,900
9200017,32,68,1100
9200018,50,130,3000
9200019,58,179,4900
9200020,78,179,21000
9200021,65,241,7500
9200022,60,194,5500
9300000,21,37,405
9300001,23,32,558
9300002,25,36,630
9300003,28,110,23000
9300004,54,151,3800
9300005,34,60,1560
9300006,34,60,1560
9300007,35,64,1680
9300008,33,58,1440
9300009,41,80,2400
9300010,36,67,1950
9300011,39,75,2160
9300012,38,980,55000
9300013,200,10156,1116000
9300014,33,58,1440
9300015,37,86,1600
9300016,41,99,2000
9300017,46,116,2520
9300018,1,3,15
9300019,65,241,7500
9300020,63,222,6700
9300021,200,222,930000
9300022,66,252,8000
9300023,66,252,8000
9300024,67,263,8500
9300025,68,274,9000
9300026,62,213,6300
9300027,23,40,465
9300028,115,150000,1700000
9300029,99,150000,1000000
9300030,99,150000,800000
9300031,100,150000,900000
9300032,100,150000,900000
9300033,62,213,6300
9300034,66,213,8000
9300035,62,213,6300
9300036,66,252,8000
9300037,66,252,8000
9300038,48,99,3312
9300039,58,1990,490000
9300040,55,125,4800
9300041,55,125,4800
9300042,55,125,4800
9300043,55,125,4800
9300044,55,125,2400
9300045,54,121,4560
9300046,54,121,4560
9300047,54,121,4560
9300048,53,117,4320
9300049,53,117,4320
9300050,52,113,4080
9300051,53,117,4320
9300052,53,117,4320
9300053,53,117,4320
9300054,55,125,4800
9300055,55,125,4800
9300056,55,125,4800
9300057,55,125,4800
9300058,7,12,80
9300059,10,17,125
9300060,42,103,2100
9300061,30,103,900
9300062,8,13,95
9300063,6,10,65
9300064,11,19,150
9300065,100,1334,65000
9300066,100,1334,65000
9300067,105,1495,75000
9300068,105,1495,75000
9300069,97,1234,59000
9300070,97,1234,59000
9300071,101,1367,67000
9300072,101,1367,67000
9300073,103,1431,71000
9300074,103,1431,71000
9300075,110,1649,85000
9300076,110,1649,85000
9300077,113,1739,91000
9300078,105,1495,75000
9300079,110,1649,85000
9300080,68,274,9000
9300081,8,13,95
9300082,6,10,65
9300083,11,19,150
9300084,43,106,2200
9300085,80,2000,50000
9300086,108,4100,70000
9300087,75,403,15000
9300088,80,2400,120000
9300089,120,13500,1350000
9300090,120,13500,1350000
9300091,200,13500,930000
9300092,80,2000,50000
9300093,30,2000,900
9300094,100,3500,50000
9300095,80,610,25000
9300096,88,917,41000
9300097,85,805,35000
9300098,92,1062,49000
9300099,100,1334,65000
9300100,108,4100,70000
9300101,70,4100,10000
9300102,70,4100,10000
9300103,70,4100,10000
9300104,70,4100,10000
9300105,68,8800,518000
9300106,70,12000,555000
9300107,66,4000,282000
9300108,61,164,7080
9300109,61,164,7080
9300110,61,164,7080
9300111,61,164,7080
9300112,61,164,7080
9300113,61,164,7080
9300114,63,178,8040
9300115,63,178,8040
9300116,63,178,8040
9300117,65,193,9000
9300118,65,193,9000
9300119,67,7200,469000
9300120,65,193,9000
9300121,65,193,9000
9300122,65,193,9000
9300123,65,193,9000
9300124,65,193,9000
9300125,65,193,9000
9300126,65,193,9000
9300127,30,60,900
9300128,30,60,900
9300129,30,60,900
9300130,30,60,900
9300131,39,93,1800
9300132,30,60,900
9300133,30,60,900
9300134,30,60,900
9300135,30,60,900
9300136,30,250,9000
9300137,70,250,12000
9300138,70,250,12000
9300139,77,11000,627000
9300140,80,23000,809000
9300141,71,255,13200
9300142,73,289,15600
9300143,73,289,15600
9300144,75,323,18000
9300145,74,306,16800
9300146,76,357,20400
9300147,73,289,15600
9300148,73,289,15600
9300149,75,323,18000
9300150,75,323,18000
9300151,77,11000,627000
9300152,80,23000,809000
9300153,62,23000,7560
9300154,58,144,5880
9300155,7,144,80
9300156,10,17,125
9300157,50,100,44640000
9300158,120,6700000,100000000
9300159,120,6700000,100000000
9300160,45,6700000,2550
9300161,45,6700000,2550
9300162,55,6700000,4000
9300163,120,6700000,105000
9300164,120,6700000,105000
9300165,120,6700000,105000
9300166,35,6700000,10000
9300167,10,0,1000
9300168,10,0,49990
9300169,32,68,1100
9300170,34,75,1300
9300171,35,79,1400
9300172,43,85,2640
9300173,43,85,2640
9300174,43,85,2640
9300175,43,85,2640
9300176,43,85,2640
9300177,45,90,2880
9300178,45,90,2880
9300179,45,90,2880
9300180,45,90,24000
9300181,46,90,38000
9300182,48,1467,50000
9300183,1,1467,2090000000
9300184,25,77,18375
9300185,30,105,31500
9300186,64,373,220500
9300187,35,138,49000
9300188,98,6340,3050000
9300189,45,196,84000
9300190,40,168,66500
9300191,28,93,25200
9300192,82,7117,875000
9300193,70,480,315000
9300194,38,156,59500
9300195,79,3409,665000
9300196,35,138,49000
9300197,67,422,262500
9300198,85,8038,1015000
9300199,58,313,171500
9300200,76,2674,490000
9300201,92,5310,2450000
9300202,95,5830,2750000
9300203,55,273,140000
9300204,52,247,119000
9300205,91,32095,1435000
9300206,93,34650,1575000
9300207,73,2226,385000
9300208,115,8985,4750000
9300209,33,126,42000
9300210,100,6670,3250000
9300211,105,7475,3750000
9300212,110,8245,4250000
9300213,130,11895,6750000
9300214,120,9700,5250000
9300215,95,37170,1715000
9300216,1,37170,2090000000
9300217,2,4,20
9300218,4,6,35
9300219,4,6,35
9300220,17,30,300
9300221,25,44,525
9300222,28,53,720
9300223,6,10,65
9300224,37,86,1600
9300225,37,86,1600
9300226,40,96,1900
9300227,37,86,1600
9300228,48,123,2760
9300229,8,13,95
9300230,41,99,2000
9300231,46,116,2520
9300232,34,75,1300
9300233,40,96,1900
9300234,32,68,1100
9300235,52,141,3400
9300236,56,164,4300
9300237,59,187,5200
9300238,24,42,495
9300239,42,103,2100
9300240,45,112,2400
9300241,68,274,9000
9300242,70,296,10000
9300243,56,164,4300
9300244,56,164,4300
9300245,60,194,5500
9300246,62,213,6300
9300247,65,241,7500
9300248,66,252,8000
9300249,70,296,10000
9300250,75,403,15000
9300251,73,361,13000
9300252,45,112,2400
9300253,50,130,3000
9300254,73,361,13000
9300255,47,119,2640
9300256,60,119,5500
9300257,60,194,5500
9300258,65,241,7500
9300259,20,35,375
9300260,80,610,25000
9300261,88,917,41000
9300262,88,917,41000
9300263,88,917,41000
9300264,103,1431,71000
9300265,101,1367,67000
9300266,71,1367,10000
9300267,80,1367,10000
9300268,71,1580,93000
9300269,20,35,2000
9300270,80,610,25000
9300271,8,13,95
9300272,10,17,125
9300273,12,21,175
9300274,11,19,150
9300275,85,19,105000
9300276,83,584,37200
9300277,83,584,37200
9300278,83,584,37200
9300279,85,644,42000
9300280,86,675,44400
9300281,80,330000,3300000
9300282,62,330000,400000
9300283,40,330000,1
9300284,85,330000,999999999
9300285,30,330000,10000
9300286,20,35,375
9300287,90,5200,220000
9300288,90,5200,220000
9300289,90,5200,220000
9300290,90,5200,220000
9300291,100,3500,560000
9300292,100,3500,560000
9300293,100,3500,560000
9300294,100,3500,560000
9300295,110,3500,85000
9300296,125,3500,11500000
9300297,125,3500,9500000
9300298,90,1130,45000
9300299,10,1,10
9300300,10,1,10
9300301,120,2677,155000
9300302,120,2677,165000
9300303,1,2677,40000
9300304,120,2677,178500000
9300305,120,2677,1050000
9300306,129,884000,550000000
9300307,120,884000,135000
9300308,130,118950,6750000
9300309,55,118950,200000
9300310,10,1,10
9300311,200,35,330000000
9300312,10,1,10
9300313,200,1,10
9300314,200,1,10
9300315,51,1,3500
9300316,53,2,4500
9300317,55,3,5500
9300318,57,4,6500
9300319,59,5,7500
9300320,61,6,8500
9300321,63,7,9500
9300322,65,8,10500
9300323,67,9,11500
9300324,69,10,12500
9300325,200,1,99999999
9300326,50,400,10000
9300327,50,400,30000
9300328,1,3,15
9300329,15,3,10000
9300330,10,3,40000
9300331,10,10,10
9300332,40,96,1900
9300334,49,126,2880
9300335,41,99,2000
9300336,46,116,2520
9300337,46,116,2520
9300338,1,116,2090000000
9300339,15,5,200000
9300340,15,26,180000
9300341,6,10,65
9300342,8,13,95
9300343,7,12,80
9300344,28,12,8000
9300345,31,12,12000
9300346,37,12,20000
9300347,45,112,2400
9300348,45,112,25000
9300349,200,112,99
9300350,54,112,22000
9300351,54,112,44000
9300352,200,112,99
9300353,200,112,99
9300354,150,112,235000
9300355,63,112,75000
9300356,1,1,30
9300357,1,1,10
9300358,1,1,10
9300359,1,1,10
9300360,1,1,10
9300361,1,1,10
9300362,1,1,10
9300363,1,1,10
9300364,1,1,10
9300365,1,1,10
9300366,1,1,10
9300367,10,1,1000
9300368,20,1,2000
9300369,30,1,7000
9300370,40,445,7700
9300371,50,410,9800
9300372,60,410,25000
9300373,70,810,31000
9300374,80,810,50000
9300375,90,3000,96000
9300376,90,3000,96000
9300377,110,3000,200000
9300378,45,3000,2400
9300379,1,3000,15
9300380,1,3000,15
9300381,1,3000,15
9300382,63,3000,6700
9300383,1,3,15
9300385,7,12,40
9300386,12,21,175
9300387,20,21,700
9300388,47,21,2640
9300389,12,21,175
9300390,68,21,108000
9300391,64,250,7700
9300392,70,250,10000
9300393,70,250,87000
9300394,13,23,300
9300395,68,23,9000
9300396,70,23,10000
9300408,60,156,4000
9300409,10,17,125
9300410,11,19,150
9300411,12,21,525
9300412,13,22,180
9300413,18,320,3250
9300414,23,320,930
9300415,29,320,6000
9300416,66,354,16000
9300417,80,354,500000
9300418,30,354,1800
9300419,27,354,1300
9300420,65,240,7500
9300421,29,240,790
9300422,1,0,3000
9300423,10,17,125
9300424,11,19,150
9300425,13,23,200
9300426,23,23,26250
9300427,27,23,8000
9300428,27,23,1300
9300429,29,23,1580
9300430,43,23,4400
9300431,53,23,230000
9300432,63,23,335000
9300433,63,23,13400
9300434,73,23,26000
9300435,73,23,750000
9300436,66,2000,20000
9300437,16,28,275
9300438,50,28,999999999
9300439,55,156,4000
9300440,53,146,3600
9300441,50,146,50000
9300442,85,146,75000
9300443,98,1268,61000
9300444,100,1334,65000
9300445,103,1431,71000
9300446,105,1495,75000
9300447,107,1557,79000
9300448,75,1557,10000
9300449,120,1940,105000
9300450,125,2078,115000
9300451,127,2149,120000
9300452,70,610,241000
9300453,70,820,296000
9300454,125,646000,42500000
9300455,3,0,15000000
9300456,15,0,3500
9300457,80,1000,150000
9300458,80,2000,250000
9300459,30,2000,900
9300460,120,2000,105000
9300461,120,1300000,30000000
9300462,105,1495,75000
9300463,107,1557,79000
9300464,85,99999,75000
9300465,85,99999,75000
9300466,200,99999,1800000000
9300468,110,900000,24000000
9300469,75,900000,10000
9300470,45,900000,2400
9300471,90,11880,2700000
9300472,49,6300,144000
9300473,60,9700,275000
9300474,90,5940,1350000
9300475,120,36080,13608000
9300476,78,26450,1050000
9300477,90,11880,2700000
9300478,132,135800,22707000
9300479,106,19840,5197500
9300480,113,29630,10442250
9300481,117,92750,4950000
9300482,119,35100,13117050
9300483,50,6500,150000
9300484,200,99999,1800000000
9300485,50,99999,20000
9300486,50,99999,20000
9300487,120,16490,850000
9300488,85,9660,2100000
9300489,200,99999,1800000000
9300490,75,99999,30000
9300491,75,99999,30000
9300492,60,99999,11000
9300493,65,99999,15000
9300495,75,99999,30000
9300496,75,99999,30000
9300497,10,0,300
9300498,110,0,330000000
9300499,27,0,1300
9300500,25,0,8000
9300501,26,0,8000
9300502,28,0,8000
9300503,34,0,5300
9300504,44,0,20000
9300505,54,0,230000
9300506,64,0,375000
9300507,110,0,330000000
9300510,99,15610,3780000
9300511,115,31480,11328750
9300512,115,31480,11328750
9300513,135,61380,26280000
9300514,125,41140,16197750
9300515,140,73520,32634000
9300516,145,86310,39784500
9300517,150,100190,47587500
9300518,159,144620,72864000
9300519,168,197170,138744000
9300520,160,197170,2090000000
9300521,1,3,500
9300522,1,3,500
9300523,10,50,500
9300524,11,0,300
9300525,25,75,2050
9300526,25,85,3050
9300527,27,95,5300
9300528,80,38,300
9300529,1,0,1500000
9300530,1,0,1500000
9300531,100,1334,65000
9300532,60,1334,5500
9300533,60,1334,5500
9300534,130,1334,2000000
9300535,200,0,1500000
9300536,20,10,700
9300537,21,10,800
9300538,22,10,900
9300539,25,20,1500
9300540,26,20,1800
9300541,27,20,2000
9300542,28,30,2000
9300543,29,30,2200
9300544,30,50,10000
9300545,1,0,1500000
9300546,1,0,1500000
9300547,1,0,1500000
9300548,1,0,1500000
9300549,1,0,1500000
9300550,20,10,700
9300551,21,10,800
9300552,22,10,900
9300553,25,20,1500
9300554,26,20,1800
9300555,27,20,2000
9300556,28,30,2000
9300557,29,30,2200
9300558,30,50,10000
9300559,35,100,15000
9300560,1,0,200
9300561,1,0,250
9300562,1,0,300
9300563,75,0,66000000
9300564,75,0,88000000
9300565,75,0,110000000
9300566,75,0,33000000
9300567,75,0,33000000
9300568,75,0,22000000
9300569,75,0,22000000
9300570,75,0,27500000
9300571,75,0,30000000
9300572,75,0,25300000
9300573,75,0,25300000
9300574,70,0,22200
9300575,73,0,30000
9300576,76,0,60000
9300577,66,0,38000
9300578,69,0,9500
9300579,75,0,80000
9300580,75,0,330000000
9300581,75,0,490000000
9300582,75,0,330000000
9300583,75,0,230000000
9300584,75,0,230000000
9300585,75,0,270000000
9300586,75,0,130000000
9300587,75,0,80000000
9300588,75,0,2090000000
9300589,75,0,79500
9300590,75,0,85500
9300591,75,0,120000
9300592,75,0,56000
9300593,75,0,67000
9300594,75,0,550000000
9300595,75,0,575000
9300596,75,0,190000
9300597,75,0,12000000
9300598,75,0,12500000
9300599,75,0,10000000
9300600,75,0,2100000000
9300601,75,0,1260000
9300602,75,0,1890000
9300603,75,0,6900000
9300604,75,0,13800000
9300605,75,0,69000000
9300606,75,0,34500000
9300607,75,0,165000000
9300608,75,0,2100000000
9300609,75,0,5000000
9300610,75,0,66000000
9300611,75,0,66000000
9300612,75,0,66000000
9300613,75,0,66000000
9300614,75,0,66000000
9300615,75,0,66000000
9300616,75,0,66000000
9300617,75,0,66000000
9300618,140,8985,525000
9300619,185,17970,1260000
9300620,1,1,1
9300621,1,1,1
9300622,1,1,1
9300623,185,284340,34500000
9300624,115,8985,525000
9300625,50,172,19800
9300626,50,164,15840
9300627,50,164,15840
9300628,1,1,1
9300629,115,8985,525000
9300630,140,273,39600
9300631,101,1777,670000
9300632,95,1516,550000
9300633,96,1200,570000
9300634,53,146,3600
9300635,1,0,1000000000
9300636,20,0,4500
9300637,30,0,10000
9300638,90,0,220000
9300639,120,0,9300000
9300640,36,0,1500
9300641,28,93,25200
9300642,59,650,21000
9300643,65,193,9000
9300644,67,0,262500
9300645,74,382,14000
9300646,76,0,216000
9300647,75,0,400000
9300648,110,0,1500000
9300649,60,0,275000
9300650,75,323,18000
9300651,34,83,4500
9300652,30,87,2350
9300653,31,91,4000
9300654,60,17,125
9300655,60,12,80
9300656,60,56,580
9300657,51,135,3200
9300658,60,15,110
9300659,60,12,80
9300660,60,8,50
9300661,60,17,125
9300662,60,15,110
9300663,60,8,50
9300664,60,50,495
9300665,60,56,580
9300666,60,1200,57000
9300667,60,17,125
9300668,60,10,65
9300669,60,28,275
9300670,60,17,125
9300671,60,1650,17500
9300672,60,1166,55000
9300673,60,194,5500
9300674,60,12,80
9300675,60,529,21000
9300676,60,103,1600
9300677,60,85,4500
9300678,60,17,125
9300679,60,12,80
9300680,60,17,125
9300681,60,17,125
9300682,1,0,57000
9300683,1,1,35
9300684,1,1,35
9300685,1,1,35
9300686,1,1,35
9300687,1,1,35
9300688,1,1,35
9300689,1,1,35
9300690,1,1,35
9300691,1,1,35
9300692,1,1,35
9300693,1,1,35
9300694,1,1,35
9300695,1,1,35
9300696,1,1,35
9300697,1,1,35
9300698,60,194,5500
9300699,1,0,3000
9300700,1,1,35
9300701,1,1,35
9300702,1,1,35
9300703,1,1,35
9300704,1,1,35
9300705,1,1,35
9300706,1,1,35
9300707,1,1,35
9300708,180,6290000,2100000000
9300709,137,388006,21679692
9300710,38,0,85000
9300711,115,179700,14250000
9300712,120,13500,3700000
9300713,135,110000,12000000
9300714,135,110000,12000000
9300715,19,1650,17500
9300716,97,61700,2950000
9300717,150,189750,17625000
9300718,28,110,23000
9300719,120,13500,3700000
9300720,110,82450,6375000
9300721,75,20150,750000
9300722,131,2454,210000
9300723,15,0,78000000
9300724,35,0,70000
9300725,48,6150,138000
9300726,50,130,3000
9300727,89,954,43000
9300728,33,86,1200
9300729,84,767,33000
9300730,1,0,15
9300731,1,0,15
9300732,1,0,15
9300733,28,0,3000
9300734,30,0,12000
9300735,31,0,14000
9300736,13,23,200
9300737,16,28,275
9300738,18,32,325
9300739,19,33,350
9300740,20,33,2000
9300741,60,33,5500
9300742,100,33,65000
9300743,10,33,1250
9300744,100,33,65000
9300745,100,33,65000
9300746,100,33,179400
9300747,100,33,358800
9300748,100,33,358800
9300749,105,33,1875000
9300750,1,1,35
9300751,1,1,35
9300752,1,1,35
9300753,1,1,35
9300754,1,1,35
9300755,1,1,35
9300756,1,1,35
9300757,1,1,35
9300758,110,1,2125000
9300759,110,1,2125000
9300760,113,1,320706
9300761,115,1,346759
9300762,120,1,2625000
9300763,122,1,447770
9300764,128,1,3125000
9300765,128,1,565248
9300766,130,1,629694
9300767,135,1,804815
9300768,138,1,4375000
9300769,140,1,1000775
9300770,145,1,5250000
9300771,148,1,1360238
9300772,145,0,315000000
9300773,145,0,300000000
9300774,145,0,310000000
9300775,145,0,300000000
9300776,145,0,300000000
9300777,145,0,315000000
9300778,145,0,300000000
9300779,145,0,310000000
9300780,145,0,300000000
9300781,145,0,300000000
9300782,120,1940,105000
9300783,105,75196,7000000
9300784,1,1,35
9300785,150,1,5875000
9300786,150,1,5875000
9300787,150,1,5875000
9300788,150,1,5875000
9300789,150,1,5875000
9300790,150,1,5875000
9300791,150,1,1459350
9300792,158,1,2135919
9300793,1,1,35
9300794,160,1,8250000
9300795,162,1,2535170
9300796,164,1,2746619
9300797,166,1,9750000
9300798,168,1,10250000
9300799,10,1,65000
