id,level,exp,boss,HP,MP
9300795,162,,0,2535170,115893
9300796,164,,0,2746619,118772
9300797,166,,1,9750000,450000
9300798,168,,1,10250000,450000
9300799,10,,0,65000,100
9300800,10,,0,65000,100
9300801,27,,0,1300,120
9300802,27,,0,1300,120
9300803,43,,0,4400,450
9300804,73,,1,150000,800
9300805,90,0,0,220000,300
9300806,100,,1,2000000,3000
9300807,100,,1,2000000,3000
9300808,175,,1,12000000,500000
9300809,108,,0,65000,100
9300810,28,,0,800,120
9300811,28,,1,8000,80
9300812,25,44,0,525,80
9300813,26,47,0,580,120
9300814,27,50,0,650,120
9300815,10,0,1,300,500
9300816,182,1000000,0,9999999,9999999
9300817,190,114391,0,35000000,25000
9300818,190,114232,0,43000000,25000
9300819,190,123205,0,38000000,25000
9300820,190,123153,0,43000000,25000
9300821,190,121136,0,41000000,25000
9300822,190,116462,0,45000000,25000
9300823,200,200000,1,1000000000,30000
9300824,190,126048,0,35000000,25000
9300825,190,115497,0,41000000,25000
9300826,190,123305,0,37000000,25000
9300827,190,113886,0,43000000,25000
9300828,190,119164,0,60000000,25000
9300829,200,200000,1,1000000000,30000
9300830,200,200000,1,1000000000,30000
9300831,190,114189,0,41000000,25000
9300832,190,127050,0,45000000,25000
9300833,190,123273,0,42500000,25000
9300834,190,125017,0,44000000,25000
9300835,190,117767,0,43000000,25000
9300836,190,126881,0,43000000,25000
9300837,190,120332,0,43000000,25000
9300838,190,124193,0,44000000,25000
9300839,200,200000,1,1000000000,30000
9300840,190,115763,0,37000000,25000
9300841,190,115632,0,38000000,25000
9300842,190,123414,0,39000000,25000
9300843,190,122957,0,40000000,25000
9300844,190,119681,0,38000000,25000
9300845,190,115816,0,39000000,25000
9300846,190,114340,0,40000000,25000
9300847,190,118500,0,41000000,25000
9300848,190,119489,0,39000000,25000
9300849,190,124420,0,40000000,25000
9300850,190,116451,0,41000000,25000
9300851,190,119699,0,42000000,25000
9300852,190,113881,0,45000000,25000
9300853,200,200000,1,1000000000,30000
9300854,190,2000000,1,2100000000,100000
9300855,190,2040000,1,2100000000,900000
9300856,120,2000000,1,2100000000,1500000
9300857,170,5000000,1,2100000000,15000000
9300858,182,1000000,0,9999999,9999999
9300859,182,1000000,0,9999999,9999999
9300860,190,22000000,1,2000000000,100000
9300861,120,204288,1,60000000,200000
9300862,170,5000000,1,2100000000,15000000
9300863,107,320000,1,107000000,15000
9300864,190,20400000,1,2100000000,90000
9300865,129,0,1,2100000000,1500000
9300866,60,0,1,2100000000,64500
9300867,60,0,1,2100000000,64500
9300868,60,0,1,2100000000,64500
9300869,60,0,1,2100000000,64500
9300870,60,0,1,2100000000,64500
9300871,50,,1,30000,1000
9300872,50,,1,35000,1200
9300873,55,,0,20000,1000
9300874,65,,0,30000,1500
9300875,65,,1,150000,1800
9300876,60,,0,30000,1500
9300877,12,,1,175,20
9300878,95,13990,1,3300000,130000
9300879,97,14810,1,3540000,140000
9300880,130,49960,1,20533500,200000
9300881,1,1,0,35,20
9300882,1,1,0,35,20
9300883,1,1,0,35,20
9300884,81,780,0,54000,2200
9300885,83,875,0,62000,2200
9300886,1,1,0,35,20
9300887,1,1,0,35,20
9300888,105,1495,0,75000,3000
9300889,43,127,0,4400,450
9300890,155,0,1,202020000,32000
9300891,165,12,0,80,10
9300892,125,,1,1619775,4000
9300893,125,,1,1619775,4000
9300900,7,12,0,80,10
9300901,10,17,0,125,10
9300902,30,,1,900,120
9300903,8,13,0,95,10
9300904,6,10,0,65,10
9300905,11,19,0,150,20
9300906,30,1,0,900,120
9300907,30,1,0,900,120
9300908,30,1,0,900,120
9300909,30,1,0,900,120
9300910,23,32,0,558,80
9300911,25,36,0,630,80
9300912,28,1,1,23000,120
9300920,43,85,0,2640,450
9300921,43,85,0,2640,450
9300922,43,,0,2640,450
9300925,45,,1,24000,4500
9300926,46,,1,38000,6000
9300927,48,1467,1,50000,6000
9300928,1,,1,2090000000,
9300930,55,125,0,4800,800
9300931,54,121,0,4560,800
9300932,54,121,0,4560,800
9300933,54,121,0,4560,800
9300934,48,99,0,3312,600
9300935,52,113,0,4080,800
9300936,53,117,0,4320,800
9300937,53,117,0,4320,800
9300938,58,1990,1,490000,10000
9300939,55,125,0,4800,800
9300940,55,125,0,4800,800
9300941,1,0,0,1000000,150000
9300942,1,0,0,5000000,150000
9300943,1,0,0,10000000,150000
9300944,1,0,0,3000000,150000
9300945,1,0,0,5000000,150000
9300946,1,0,0,15000000,150000
9300947,1,0,0,10000000,150000
9300948,1,0,0,20000000,150000
9300949,1,0,1,2100000000,150000
9300950,1,0,1,2100000000,150000
9300951,1,0,1,2100000000,150000
9300952,1,0,0,20000000,150000
9300955,33,,1,1500000000,2000000
9300956,33,0,0,2000000000,150000
9300957,75,581,0,36000,2200
9300958,76,581,0,40800,2200
9300959,77,701,0,45600,2400
9300960,78,762,0,50400,2400
9300961,79,821,0,55200,2400
9300962,80,878,0,60000,2600
9300963,81,936,0,64800,2600
9300964,82,992,0,69600,2600
9300965,83,1,1,5520000,90000
9300966,82,1,0,,2600
9300967,82,1,0,,2600
9300968,81,,0,54000,2200
9300969,80,,0,50000,2000
9300970,1,0,1,300000,1000
9300971,30,0,1,1050,200
9302000,1,,0,15,
9302001,1,,0,15,
9302002,1,,0,15,
9302003,1,,0,15,
9302004,1,,0,15,
9302005,1,,0,15,
9302006,1,,0,15,
9302007,1,,0,15,
9302008,1,,0,15,
9302009,1,,0,15,
9302010,1,,0,15,
9302011,32,68,0,1100,200
9302012,58,179,1,4900,1000
9302013,58,179,1,4900,1000
9302014,58,179,1,4900,1000
9302015,58,179,1,4900,1000
9302016,58,179,1,4900,1000
9302017,58,179,1,4900,1000
9302018,58,179,1,4900,1000
9302019,60,194,1,5500,1000
9302020,10,0,0,10,10
9302021,20,1750,1,18750,2000
9302022,34,3750,1,65000,10000
9302023,36,4150,1,75000,15000
9302024,46,5800,1,126000,30000
9302025,50,6500,1,150000,40000
9302026,55,7800,1,200000,40000
9302027,56,8000,1,205000,40000
9302028,66,12600,1,400000,75000
9302029,70,14800,1,500000,75000
9302030,76,22300,1,850000,100000
9302031,83,36450,1,1550000,110000
9302032,85,40250,1,1750000,110000
9302033,100,66700,1,3250000,140000
9302034,118,94200,1,5050000,150000
9302035,135,122700,1,7000000,200000
9302036,150,189750,1,11750000,600000
9302037,140,155500,1,9250000,300000
9302038,26,2350,1,29000,6000
9302039,32,68,0,1100,200
9302040,45,220,0,9000,1000
9302041,45,231,0,10800,1000
9302042,50,1300,0,110000,20000
9302043,50,1365,0,132000,20000
9302044,50,450,1,50000,10000
9302045,50,450,1,50000,10000
9302046,50,2000,1,300000,20000
9302047,50,2000,1,810000,200000
9302048,50,5500,1,810000,200000
9303000,10,,0,125,10
9303001,10,,0,125,10
9303002,10,,0,125,10
9303003,10,,0,125,10
9303004,10,,0,125,10
9303005,26,,0,580,120
9303006,26,,0,580,120
9303007,26,,0,580,120
9303008,26,,0,580,120
9303009,51,,0,3200,800
9303010,51,,0,3200,800
9303011,51,,0,3200,800
9303012,51,,0,3200,800
9303013,81,,0,27000,2200
9303014,81,,0,27000,2200
9303015,81,,0,27000,2200
9303016,81,,0,27000,2200
9303020,10,0,1,78000000,20
9303021,10,0,1,78000000,20
9303022,10,0,1,78000000,20
9303023,10,0,1,78000000,20
9303024,145,0,1,10500000,400000
9303025,32,68,0,1100,200
9303026,10,0,0,7100,1200
9303030,10,0,0,10,10
9303031,10,0,0,10,10
9303032,10,0,0,10,10
9303033,10,0,0,10,10
9303034,10,0,0,10,10
9303035,10,0,0,10,10
9303036,10,0,1,800000,4000
9303037,10,0,0,60000,1200
9303038,30,0,1,3000000,100000
9303039,15,0,0,1900,300
9303040,10,0,0,10,10
9303041,10,0,0,10,10
9303042,10,0,0,10,10
9303043,10,0,0,10,10
9303050,32,68,0,1100,200
9303051,32,68,0,1100,200
9303060,40,96,1,1900,300
9303061,40,96,1,1900,300
9303062,40,96,1,1900,300
9303063,40,96,1,1900,300
9303064,40,96,1,1900,300
9303070,100,0,0,49999950,200
9303071,100,0,0,49999950,200
9303072,100,0,0,49999950,200
9303073,100,0,0,49999950,200
9303074,100,0,0,49999950,200
9303075,32,0,0,50000000,200
9303076,32,0,0,50000000,200
9303077,75,0,1,10000000,50000
9303078,75,0,1,10000000,50000
9303079,120,0,1,10000000,50000
9303080,75,0,1,10000000,50000
9303081,75,0,1,10000000,50000
9303082,100,0,1,50000000,50000
9303083,120,0,1,100000000,50000
9303084,100,0,1,50000000,50000
9303085,120,0,1,100000000,50000
9303086,100,0,1,50000000,50000
9303087,120,0,1,100000000,50000
9303088,75,0,1,10000000,50000
9303089,100,0,1,50000000,50000
9303090,120,0,1,100000000,50000
9303091,100,0,1,50000000,50000
9303092,120,0,1,100000000,50000
9303093,75,0,1,10000000,50000
9303094,100,0,1,50000000,50000
9303095,120,0,1,100000000,50000
9303096,75,0,1,10000000,50000
9303097,100,0,1,50000000,50000
9303098,120,0,1,100000000,50000
9303099,75,0,1,10000000,50000
9303100,100,0,1,50000000,50000
9303101,120,0,1,100000000,50000
9303102,100,0,1,50000000,50000
9303103,120,0,1,100000000,50000
9303104,75,0,0,29999970,2800
9303105,75,0,0,29999970,2800
9303106,75,0,0,29999970,2800
9303107,75,0,0,29999970,2800
9303108,75,0,0,29999970,2800
9303110,33,0,0,1000,300
9303111,33,0,0,1000,300
9303112,33,0,0,1000,300
9303113,15,0,0,1900,300
9303114,33,0,0,1000,300
9303115,33,0,0,1000,300
9303116,33,0,0,1000,300
9303117,33,0,0,1000,300
9303118,33,0,0,1000,300
9303119,15,0,0,1900,300
9303120,33,0,0,1000,300
9303121,33,0,0,1000,300
9303122,33,0,0,1000,300
9303123,33,0,0,1000,300
9303124,15,0,0,1900,300
9303125,33,0,0,1000,300
9303126,33,0,0,1000,300
9303127,33,0,0,1000,300
9303128,33,0,0,1000,300
9303129,33,0,0,1000,300
9303130,100,0,1,50000000,50000
9303131,100,0,1,50000000,50000
9303132,100,0,1,50000000,50000
9303133,100,0,1,50000000,50000
9303134,100,0,1,50000000,50000
9303135,120,0,1,100000000,50000
9303136,120,0,1,100000000,50000
9303137,120,0,1,100000000,50000
9303138,120,0,1,100000000,50000
9303139,120,0,1,100000000,50000
9303140,10,0,0,3500000,2000
9303141,100,0,0,2999997,200
9303142,20,35,0,375,40
9303143,20,35,0,375,40
9303144,120,,0,453600,3000
9303145,10,17,0,125,10
9303146,13,23,0,200,20
9303147,10,17,0,125,10
9303148,13,23,0,200,20
9303149,7,12,0,80,10
9303150,7,12,0,80,10
9303151,1,3,0,15,
9303152,100,,1,50000000,50000
9303153,120,,1,100000000,50000
9303154,100,,1,50000000,100000
9303155,120,,1,100000000,50000
9303156,100,,1,50000000,100000
9303157,120,,1,100000000,50000
9303158,100,,1,50000000,100000
9303159,120,,1,100000000,50000
9303160,100,0,1,50000000,100000
9303161,120,0,1,100000000,50000
9303162,75,0,1,10000000,50000
9303163,75,0,1,10000000,50000
9303164,75,0,0,10000000,50000
9303165,75,0,0,10000000,50000
9303166,100,0,1,50000000,50000
9303167,120,0,1,100000000,50000
9303168,100,,1,50000000,100000
9303169,120,,1,100000000,50000
9303200,1,0,0,1000,80
9303201,5,0,0,2000,240
9303202,6,0,0,2650,2000
9303203,10,0,0,3250,2000
9303204,11,0,0,4500,350
9303205,15,0,0,8500,3000
9303206,1,0,1,40000,3000
9303207,200,,0,2000000000,100000
9303208,200,,0,2000000000,100000
9303209,1,1,0,1,1
9303210,1,1,0,1,1
9303211,1,0,0,1000,80
9303212,1,0,0,1000,80
9303213,1,0,0,1000,80
9303214,1,0,0,1000,80
9303215,1,0,0,1000,80
9303216,1,0,0,1000,80
9303217,1,0,0,9999999,80
9304000,10,,0,2000,10
9304001,10,,0,2000,10
9304002,10,,0,2000,10
9304003,10,,0,2000,10
9304004,10,,0,2000,10
9304005,10,,0,2000,10
9304006,10,,0,2000,10
9304007,10,,0,2000,10
9304008,10,,0,2000,10
9305000,48,215,1,96600,21000
9305001,61,1,1,192500,35000
9305002,88,28175,1,1225000,77000
9305003,125,10390,1,5750000,200000
9305004,50,228,1,105000,28000
9305005,135,13750,1,8000000,300000
9305006,140,15550,1,9250000,300000
9305007,145,17290,1,10500000,400000
9305100,25,1,1,36750,5600
9305101,28,1,1,50400,8400
9305102,30,1,1,63000,8400
9305103,33,1,1,84000,14000
9305104,35,1,1,98000,14000
9305105,35,1,1,98000,14000
9305106,38,1,1,119000,21000
9305107,40,1,1,133000,21000
9305108,45,1,1,168000,31500
9305109,48,431,1,193200,42000
9305110,50,455,1,210000,56000
9305111,52,1,1,238000,56000
9305112,55,1,1,280000,56000
9305113,58,1,1,343000,70000
9305114,60,1,1,385000,70000
9305115,62,1,1,441000,84000
9305116,65,1,1,525000,84000
9305117,68,1,1,630000,105000
9305118,71,1,1,770000,126000
9305119,74,2674,1,980000,126000
9305120,77,1,1,1330000,140000
9305121,80,1,1,1750000,140000
9305122,82,1,1,2030000,154000
9305123,85,5635,1,2450000,154000
9305124,88,1,1,2870000,168000
9305125,90,1,1,3150000,168000
9305126,92,1,1,3430000,182000
9305127,95,1,1,3850000,182000
9305128,98,1,1,4270000,196000
9305129,101,1,1,4690000,210000
9305130,104,1,1,5110000,210000
9305131,107,1,1,5530000,210000
9305132,110,1,1,5950000,210000
9305133,113,1,1,6370000,210000
9305134,116,63910,1,6790000,210000
9305135,119,1,1,7210000,210000
9305136,122,139720,1,7630000,280000
9305137,125,145460,1,8050000,280000
9305138,128,155820,1,8750000,280000
9305139,130,1,1,9450000,280000
9305200,25,1,1,157500,24000
9305201,28,1,1,216000,36000
9305202,30,1,1,270000,36000
9305203,33,1,1,360000,60000
9305204,35,1,1,420000,60000
9305205,35,1,1,420000,60000
9305206,38,1,1,510000,90000
9305207,40,1,1,570000,90000
9305208,45,1,1,720000,135000
9305209,48,3690,1,828000,180000
9305210,50,3900,1,900000,240000
9305211,52,1,1,1020000,240000
9305212,55,1,1,1200000,240000
9305213,58,1,1,1470000,300000
9305214,60,1,1,1650000,300000
9305215,62,1,1,1890000,360000
9305216,65,1,1,2250000,360000
9305217,68,1,1,2700000,450000
9305218,71,1,1,3300000,540000
9305219,74,11460,1,4200000,540000
9305220,77,1,1,5700000,600000
9305221,80,1,1,7500000,600000
9305222,82,1,1,8700000,660000
9305223,85,24150,1,10500000,660000
9305224,88,1,1,12300000,720000
9305225,90,1,1,13500000,720000
9305226,92,1,1,14700000,780000
9305227,95,1,1,16500000,780000
9305228,98,1,1,18300000,840000
9305229,100,1,1,19500000,840000
9305230,105,1,1,22500000,900000
9305231,110,1,1,25500000,900000
9305232,115,1,1,28500000,900000
9305233,120,1,1,31500000,900000
9305234,125,62340,1,34500000,1200000
9305235,130,1,1,40500000,1200000
9305236,135,82500,1,48000000,1800000
9305237,140,93300,1,55500000,1800000
9305238,145,103740,1,63000000,2400000
9305239,150,1,1,70500000,3000000
9305300,25,1,1,420000,64000
9305301,28,1,1,576000,96000
9305302,30,1,1,720000,96000
9305303,33,1,1,960000,160000
9305304,35,1,1,1120000,160000
9305305,35,1,1,1120000,160000
9305306,38,1,1,1360000,240000
9305307,40,1,1,1520000,240000
9305308,45,1,1,1920000,360000
9305309,48,4920,1,2208000,480000
9305310,50,5200,1,2400000,640000
9305311,52,1,1,2720000,640000
9305312,55,1,1,3200000,640000
9305313,58,1,1,3920000,800000
9305314,60,1,1,4400000,800000
9305315,62,1,1,5040000,960000
9305316,65,1,1,6000000,960000
9305317,68,1,1,7200000,1200000
9305318,71,1,1,8800000,1440000
9305319,74,15280,1,11200000,1440000
9305320,77,1,1,15200000,1600000
9305321,80,1,1,20000000,1600000
9305322,82,1,1,23200000,1760000
9305323,85,32200,1,28000000,1760000
9305324,88,1,1,32800000,1920000
9305325,90,1,1,36000000,1920000
9305326,92,1,1,39200000,2080000
9305327,95,1,1,44000000,2080000
9305328,98,1,1,48800000,2240000
9305329,100,1,1,52000000,2240000
9305330,105,1,1,60000000,2400000
9305331,110,1,1,68000000,2400000
9305332,115,1,1,76000000,2400000
9305333,120,1,1,84000000,2400000
9305334,125,83120,1,92000000,3200000
9305335,130,1,1,108000000,3200000
9305336,135,110000,1,128000000,4800000
9305337,140,124400,1,148000000,4800000
9305338,145,138320,1,168000000,6400000
9305339,150,1,1,188000000,8000000
9305400,30,6,1,100,200
9305401,30,7,1,150,200
9305402,30,13,1,1050,200
9305403,30,7,1,150,200
9305404,30,6,1,100,200
9305405,30,13,1,1050,200
9305406,30,12,1,900,200
9305407,30,35,1,4200,200
9305408,30,110,1,15000,200
9305409,30,16,1,1400,200
9305410,30,20,1,2000,200
9305411,30,12,1,900,200
9305412,30,13,1,1050,200
9305413,30,25,1,2750,200
9305414,30,20,1,2000,200
9305415,30,35,1,4200,200
9305416,30,16,1,1400,200
9305417,30,12,1,900,200
9305418,30,13,1,1050,200
9305419,30,20,1,2000,200
9305420,30,35,1,4200,200
9305421,30,25,1,2750,200
9305422,30,4668,1,672000,200
9305500,30,6,1,100,200
9305501,30,7,1,150,200
9305502,30,13,1,1050,200
9305503,30,7,1,150,200
9305504,30,6,1,100,200
9305505,30,13,1,1050,200
9305506,30,12,1,900,200
9305507,30,35,1,4200,200
9305508,30,110,1,15000,200
9305509,30,16,1,1400,200
9305510,30,20,1,2000,200
9305511,30,12,1,900,200
9305512,30,13,1,1050,200
9305513,30,25,1,2750,200
9305514,30,20,1,2000,200
9305515,30,35,1,4200,200
9305516,30,16,1,1400,200
9305517,30,12,1,900,200
9305518,30,13,1,1050,200
9305519,30,20,1,2000,200
9305520,30,35,1,4200,200
9305521,30,25,1,2750,200
9305522,30,4668,1,672000,200
9305600,100,16010,1,2600000,2800
9305601,102,17210,1,2870400,3000
9305602,104,18580,1,3153600,3000
9305603,106,19840,1,3465000,3000
9305604,108,21120,1,3774600,3000
9305605,110,27110,1,6171000,3000
9305606,113,29630,1,6961500,3000
9305607,115,31480,1,7552500,3000
9305608,118,34140,1,8423400,3000
9305609,143,400000,1,500000000,6000
9305610,120,36080,1,13608000,3000
9305611,123,39100,1,15134850,4000
9305612,125,41140,1,16197750,4000
9305613,128,45680,1,18450000,4000
9305614,130,49960,1,20533500,4000
9305615,132,54320,1,22707000,4000
9305616,135,61380,1,26280000,4000
9305617,138,68360,1,30003750,6000
9305618,140,73520,1,32634000,6000
9305619,120,250000,1,50000000,3000
9305620,145,73520,1,43512000,6000
9305621,148,86310,1,53046000,8000
9305622,150,100190,1,63450000,10000
9305623,153,123250,1,80808000,12000
9305624,155,150410,1,135168000,14000
9305625,158,179100,1,165680000,16000
9305626,160,209270,1,198832000,18000
9305627,163,241730,1,235392000,20000
9305628,165,275740,1,274752000,20000
9305629,168,700000,1,1000000000,20000
9305630,170,404710,1,527060000,25000
9305631,175,474180,1,631630000,30000
9305632,180,548380,1,744000000,30000
9305633,185,625900,1,866230000,35000
9305634,190,708580,1,996660000,35000
9305635,195,794680,1,1137750000,40000
9305636,200,884200,1,1287440000,40000
9305637,205,1077700,1,1618740000,45000
9305638,210,1289930,1,1992960000,50000
9305639,215,1350000,1,2000000000,50000
9305640,250,1974801,1,2100000000,55000
9305641,145,7352,1,4351200,6000
9305642,148,8631,1,5304600,8000
9305643,150,10019,1,6345000,10000
9305644,153,12325,1,8080800,12000
9305645,155,15041,1,13516800,14000
9305646,158,17910,1,16568000,16000
9305647,160,20927,1,19883200,18000
9305648,163,24173,1,23539200,20000
9305649,165,27574,1,27475200,20000
9305650,105,,1,2100000000,20000
9305651,105,,1,2100000000,20000
9305652,105,,1,2100000000,20000
9305653,105,,1,2100000000,20000
9305654,105,,1,2100000000,20000
9305655,105,,1,2100000000,20000
9305656,220,1518980,1,2100000000,55000
9305657,220,1537208,1,2100000000,55000
9305658,220,1555654,1,2100000000,55000
9305659,220,1574322,1,2100000000,55000
9305660,220,1593214,1,2100000000,55000
9305661,230,1612333,1,2100000000,55000
9305662,230,1631681,1,2100000000,55000
9305663,230,1651261,1,2100000000,55000
9305664,230,1671076,1,2100000000,55000
9305665,230,1691129,1,2100000000,55000
9305666,240,1711422,1,2100000000,55000
9305667,240,1731959,1,2100000000,55000
9305668,240,1752743,1,2100000000,55000
9305669,240,1773776,1,2100000000,55000
9305670,240,1795061,1,2100000000,55000
9305671,240,1816602,1,2100000000,55000
9305672,250,1838401,1,2100000000,55000
9305673,250,1860462,1,2100000000,55000
9305674,250,1882787,1,2100000000,55000
9305675,250,1905381,1,2100000000,55000
9305676,250,1928245,1,2100000000,55000
9305677,250,1951384,1,2100000000,55000
9305678,105,,1,2100000000,20000
9305679,105,,1,2100000000,20000
9305680,130,150000,1,20000000,300000
9306000,1,1,1,1,1
9306001,1,1,1,1,1
9306002,1,1,1,1,1
9306003,1,1,1,1,1
9306004,1,1,1,1,1
9306005,1,1,1,1,1
9306006,1,1,1,1,1
9306007,1,1,1,1,1
9306008,1,1,1,1,1
9306100,1,1,1,1,1
9306101,1,1,1,1,1
9306102,1,1,1,1,1
9306103,1,1,1,1,1
9306104,1,1,1,1,1
9306105,1,1,1,1,1
9306107,1,1,1,1,1
9306108,1,1,1,1,1
9306109,1,1,1,1,1
9306110,1,1,1,1,1
9306111,1,1,1,1,1
9306112,1,9222,0,530000,20000
9306200,1,1,1,1,1
9306201,1,1,1,1,1
9306202,1,,0,1,1
9306203,1,1,0,1,1
9306204,1,1,0,1,1
9306205,1,1,1,1,1
9306206,1,1,1,1,1
9306207,1,1,1,1,1
9306300,1,1,0,1,1
9306301,1,1,0,1,1
9306302,1,1,0,1,1
9306303,1,1,0,1,1
9306304,1,1,0,1,1
9306305,1,1,0,1,1
9306306,1,1,0,1,1
9306307,1,1,0,1,1
9306308,1,1,0,1,1
9306309,1,1,0,1,1
9307000,150,0,1,100,100
9307001,150,0,1,100,100
9307002,150,0,1,12000000,10000
9307003,150,0,1,100,100
9307004,150,0,1,100,100
9307005,150,0,1,12000000,10000
9307006,11,0,0,150,20
9307007,11,0,0,150,20
9307008,11,0,0,150,20
9307009,11,0,0,150,20
9307010,11,0,0,150,20
9307011,13,0,0,200,20
9307012,13,0,0,200,20
9307013,13,0,0,200,20
9308000,10,0,0,500,100
9308001,10,,0,125,10
9308002,20,,0,375,40
9308003,30,,0,900,120
9308004,40,,0,1900,300
9308005,50,,0,3000,800
9308006,60,,0,5500,1000
9308007,70,,0,10000,1500
9308008,80,,0,25000,2000
9308009,90,,0,45000,2400
9308010,100,,0,65000,2800
9308011,10,,0,250,10
9308012,20,,0,750,40
9308013,30,,0,1800,120
9308014,40,,0,3800,300
9308015,50,,0,6000,800
9308016,60,,0,11000,1000
9308017,70,,0,20000,1500
9308018,80,,0,50000,2000
9308019,90,,0,90000,2400
9308020,100,,0,130000,2800
9308021,10,,1,3125,500
9308022,20,,1,9375,2000
9308023,30,,1,22500,6000
9308024,40,,1,47500,15000
9308025,50,,1,75000,40000
9308026,60,,1,137500,50000
9308027,70,,1,250000,75000
9308028,80,,1,625000,100000
9308029,90,,1,1125000,120000
9308030,100,,1,1625000,140000
9309000,80,732,0,50000,2000
9309001,112,1435,0,335085,3000
9309002,116,1621,0,391395,3000
9309003,120,3608,0,453600,3000
9309004,132,2716,0,756900,4000
9309005,132,2716,0,756900,4000
9309006,136,3184,0,915750,6000
9309007,136,3184,0,915750,6000
9309008,140,3676,0,1087800,6000
9309009,144,4189,0,1276125,8000
9309010,144,4189,0,1276125,8000
9309011,144,4189,0,1276125,8000
9309012,148,4722,0,1478250,10000
9309013,148,4722,0,1478250,10000
9309014,156,6439,0,2118450,14000
9309015,156,6439,0,2118450,14000
9309016,170,10463,0,4970800,18000
9309017,170,10463,0,4970800,16000
9309018,170,10463,0,4970800,18000
9309019,170,10463,0,4970800,18000
9309020,175,12086,0,5884800,20000
9309021,175,12086,0,5884800,20000
9309022,175,12086,0,5884800,20000
9309023,185,16927,0,8631000,25000
9309024,185,16927,0,8631000,25000
9309025,185,16927,0,8631000,25000
9309026,185,16927,0,8631000,25000
9309027,190,20235,0,10541200,25000
9309028,190,20235,0,10541200,25000
9309029,195,23709,0,12632600,30000
9309030,195,23709,0,12632600,30000
9309031,195,23709,0,12632600,30000
9309032,104,1858,0,157680,3000
9309033,108,1056,0,188730,3000
9309034,158,6974,0,2320350,14000
9309035,152,5405,0,1732500,12000
9309036,200,,0,2000000000,
9309037,165,12,0,80,10
9309038,165,8955,0,4142000,16000
9309039,165,8955,0,4142000,16000
9309040,160,7520,0,3379200,14000
9309041,160,7520,0,3379200,14000
9309042,104,929,0,157680,3000
9309043,104,929,0,157680,3000
9309044,120,1804,0,453600,3000
9309045,120,1804,0,453600,3000
9309046,100,800,0,130000,2800
9309047,100,800,0,130000,2800
9309048,128,2284,0,615000,4000
9309049,128,2284,0,615000,4000
9309050,190,40471,0,10541200,25000
9309051,196,48848,0,13056000,30000
9309052,198,51885,0,13955200,30000
9309053,200,54838,0,14880000,30000
9309054,210,70858,0,19933200,35000
9309055,210,70858,0,19933200,35000
9309056,212,74299,0,21036600,40000
9309057,212,74299,0,21036600,40000
9309058,214,77606,0,22167200,40000
9309059,218,84758,0,24510000,40000
9309060,218,84758,0,24510000,40000
9309061,218,84758,0,24510000,40000
9309062,220,88420,0,25748800,40000
9309063,220,88420,0,25748800,40000
9309064,224,95907,0,28312800,45000
9309065,224,95907,0,28312800,45000
9309066,234,116039,0,35259000,50000
9309067,234,116039,0,35259000,50000
9309068,234,116039,0,35259000,50000
9309069,234,116039,0,35259000,50000
9309070,236,120384,0,36762000,50000
9309071,236,120384,0,36762000,50000
9309072,236,120384,0,36762000,50000
9309073,240,128993,0,39859200,50000
9309074,240,128993,0,39859200,50000
9309075,240,128993,0,39859200,50000
9309076,240,128993,0,39859200,50000
9309077,242,,0,41453400,55000
9309078,150,17160,0,1586250,10000
9309079,244,137828,1,43114200,55000
9309080,244,137828,1,43114200,55000
9309081,244,137828,1,43114200,55000
9309082,192,43211,0,11349800,30000
9309083,194,46002,0,12198600,30000
9309084,69,342,0,19000,1500
9309085,103,1789,0,150520,3000
9309086,200,,1,2000000000,
9309087,1,12,0,80,10
9309088,162,16158,0,3675000,16000
9309089,162,16158,0,3675000,16000
9309090,104,1858,0,157680,3000
9309091,104,1858,0,157680,3000
9309092,47,143,0,100000,600
9309093,47,143,0,100000,600
9309094,47,143,0,100000,600
9309095,47,143,0,100000,600
9309096,110,3059,0,617100,3000
9309097,110,3059,0,617100,3000
9309098,47,143,0,100000,600
9309099,47,143,0,100000,600
9309100,144,4189,1,1276125,8000
9309101,218,84758,1,24510000,40000
9309102,124,2006,0,522060,4000
9309103,124,2006,0,522060,4000
9309104,128,2284,0,615000,4000
9309105,128,2284,0,615000,4000
9309106,200,27419,0,14880000,30000
9309107,200,27419,0,14880000,30000
9309108,110,3059,0,617100,3000
9309109,110,3059,0,617100,3000
9309110,104,1858,0,157680,3000
9309111,104,1858,0,157680,3000
9309112,104,1858,0,157680,3000
9309113,104,1858,0,157680,3000
9309114,104,1858,0,157680,3000
9309115,104,1858,0,157680,3000
9309116,11,0,0,150,20
9309117,11,0,0,150,20
9309118,2,4,0,5000000,
9309119,2,4,0,5000000,
9309123,85,,1,999999999,2000
9309124,90,,1,15000,120
9309125,116,1621,0,391395,3000
9309126,250,0,0,60000000,200000
9309127,114,1435,0,1005255,3000
9309128,200,,1,2100000000,100
9309129,160,15041,0,3379200,14000
9309130,160,15041,0,3379200,14000
9309200,170,2000000,1,2100000000,1500000
9309201,129,400000,1,400000000,1500000
9309202,125,,0,4000000,1000
9309203,190,5000000,1,2100000000,1500000
9309204,129,88400,1,2100000000,1500000
9309205,150,610000,1,1000000000,1500000
9309206,190,88400,1,2100000000,1500000
9309207,210,100000000,1,2100000000,1500000
