"id","name","level","exp","boss","HP","MP","exp_div_hp"
"9300576","Mystic Punco","76","0","1","60000","2000","0.0"
"9300577","Mystic Cuzco","66","0","1","38000","600","0.0"
"9300578","Mystic Opachu","69","0","0","9500","1500","0.0"
"9300579","Mystic Pachu","75","0","1","80000","1000","0.0"
"9300580","Mystic Horntail's Head A","75","0","1","330000000","43000","0.0"
"9300581","Mystic Horntail's Head B","75","0","1","490000000","49000","0.0"
"9300582","Mystic Horntail's Head C","75","0","1","330000000","43000","0.0"
"9300583","Mystic Horntail's Left Hand","75","0","1","230000000","35000","0.0"
"9300584","Mystic Horntail's Right Hand","75","0","1","230000000","35000","0.0"
"9300585","Mystic Horntail's Wings","75","0","1","270000000","400000","0.0"
"9300586","Mystic Horntail's Legs","75","0","1","130000000","38000","0.0"
"9300587","Mystic Horntail's Tails","75","0","1","80000000","26000","0.0"
"9300588","Mystic Horntail's Soul","75","1","1","2090000000","","4.784688995215311E-10"
"9300589","Mystic Red Wyvern","75","0","1","79500","210","0.0"
"9300590","Mystic Blue Wyvern","75","0","1","85500","250","0.0"
"9300591","Mystic Dark Wyvern","75","0","1","120000","1000","0.0"
"9300592","Mystic Green Cornian","75","0","1","56000","200","0.0"
"9300593","Mystic Dark Cornian","75","0","1","67000","200","0.0"
"9300594","Mystic Von Leon","75","0","1","550000000","1500000","0.0"
"9300595","Mystic Demon Gargoyle","75","0","0","575000","20000","0.0"
"9300596","Mystic Red Crocky","75","0","1","190000","3000","0.0"
"9300597","Mystic Prison Guard Boar","75","0","1","12000000","400000","0.0"
"9300598","Mystic Prison Guard Rhino","75","0","1","12500000","400000","0.0"
"9300599","Mystic Mini Castle Golem","75","0","1","10000000","300000","0.0"
"9300600","Mystic Hilla","75","0","1","2100000000","90000","0.0"
"9300601","Mystic Elite Pikeman Skeleknight A","75","0","1","1260000","50000","0.0"
"9300602","Mystic Elite Pikeman Skeleknight B","75","0","1","1890000","50000","0.0"
"9300603","Mystic Bloodfang A","75","0","1","6900000","50000","0.0"
"9300604","Mystic Bloodfang B","75","0","1","13800000","50000","0.0"
"9300605","Mystic Deadly Altar","75","0","1","69000000","72500","0.0"
"9300606","Mystic Pikeman Skeleknight","75","0","1","34500000","72500","0.0"
"9300607","Mystic Azwan Undead","75","0","1","165000000","72500","0.0"
"9300608","Mystic Arkarium","75","0","1","2100000000","15000000","0.0"
"9300609","Mystic Netherworld Monk","75","0","1","5000000","300000","0.0"
"9300610","Underworld Horntail's Head A","75","","1","66000000","30000",""
"9300611","Underworld Horntail's Head B","75","","1","66000000","30000",""
"9300612","Underworld Horntail's Head C","75","","1","66000000","30000",""
"9300613","Underworld Horntail's Left Hand","75","","1","66000000","30000",""
"9300614","Underworld Horntail's Right Hand","75","","1","66000000","30000",""
"9300615","Underworld Horntail's Wings","75","","1","66000000","30000",""
"9300616","Underworld Horntail's Legs","75","","1","66000000","30000",""
"9300617","Underworld Horntail's Tails","75","","1","66000000","30000",""
"9300618","Vanguard Bloodfang","140","8985","0","525000","10000","0.017114285714285714"
"9300619","Pikeman Skeleknight","185","17970","0","1260000","50000","0.014261904761904762"
"9300620","Gargoyle","1","1","0","1","1","1.0"
"9300621","Gargoyle Knight","1","1","0","1","1","1.0"
"9300622","Large Wooden Horse","1","1","1","1","1","1.0"
"9300623","Pikeman Skeleknight","185","284340","0","34500000","72500","0.008241739130434782"
"9300624","Commander Bloodfang","115","8985","0","525000","10000","0.017114285714285714"
"9300625","Skeletrooper","50","172","0","19800","10000","0.008686868686868687"
"9300626","Spearman Skeleknight","50","164","0","15840","10000","0.010353535353535354"
"9300627","Giant Darkheart","50","164","1","15840","10000","0.010353535353535354"
"9300628","Blackheart","1","1","0","1","1","1.0"
"9300629","General Bloodfang","115","8985","0","525000","10000","0.017114285714285714"
"9300630","Spearman Skeleknight","140","273","0","39600","20000","0.006893939393939394"
"9300631","Commander Specter","101","1777","0","670000","3000","0.0026522388059701495"
"9300632","Specter Battle Hound","95","1516","0","550000","2600","0.0027563636363636362"
"9300633","Specter Shieldbearer","96","1200","0","570000","2800","0.002105263157894737"
"9300634","Obelisk Shield","53","146","0","3600","800","0.04055555555555555"
"9300635","Fabricated Von Leon","1","0","1","1000000000","1500000","0.0"
"9300636","Beryl","20","0","1","4500","2000","0.0"
"9300637","Beryl","30","","1","10000","120",""
"9300638","Beryl","90","0","1","220000","300","0.0"
"9300639","Meta-Beryl","120","","1","9300000","3000",""
"9300640","Garbage Pile","36","0","0","1500","300","0.0"
"9300641","Puppeteer","28","93","1","25200","4200","0.0036904761904761906"
"9300642","Giant","59","650","1","21000","200","0.030952380952380953"
"9300643","Black Wings Goon","65","193","0","9000","1200","0.021444444444444443"
"9300644","Messy Book Pile","67","0","0","262500","42000","0.0"
"9300645","Guard Robot E","74","382","0","14000","1800","0.027285714285714285"
"9300646","Boom Barrier","76","0","0","216000","20000","0.0"
"9300647","???","75","","1","400000","90000",""
"9300648","???","110","","1","1500000","90000",""
"9300649","Charmed Eliza","60","","1","275000","50000",""
"9300650","Black Wings Goon","75","323","0","18000","1800","0.017944444444444443"
"9300651","Faded Specter Shieldbearer","34","83","0","4500","200","0.018444444444444444"
"9300652","Faded Guerrilla Specter","30","87","0","2350","200","0.03702127659574468"
"9300653","Faded Warrior Specter","31","91","0","4000","300","0.02275"
"9300654","Ribbon Pig","60","17","0","125","10","0.136"
"9300655","Portly Pig","60","12","0","80","10","0.15"
"9300656","Fire Boar","60","56","0","580","120","0.09655172413793103"
"9300657","Nependeath","51","135","0","3200","800","0.0421875"
"9300658","Octopus","60","15","0","110","10","0.13636363636363635"
"9300659","Chunky Snail","60","12","0","80","10","0.15"
"9300660","Red Snail","60","8","0","50","","0.16"
"9300661","Orange Mushroom","60","17","0","125","10","0.136"
"9300662","Grape Juice Bottle","60","15","0","110","10","0.13636363636363635"
"9300663","Potted Sprout","60","8","0","50","","0.16"
"9300664","Jellyfish","60","50","0","495","80","0.10101010101010101"
"9300665","Cool Jellyfish","60","56","0","580","120","0.09655172413793103"
"9300666","Sr. Bellflower Root","60","1200","0","57000","2800","0.021052631578947368"
"9300667","Ice Piece","60","17","0","125","10","0.136"
"9300668","Potted Morning Glory","60","10","0","65","10","0.15384615384615385"
"9300669","Blue Mushroom","60","28","0","275","40","0.10181818181818182"
"9300670","Knife Noodle","60","17","0","125","10","0.136"
"9300671","Mushmom","60","1650","0","17500","2000","0.09428571428571429"
"9300672","Bellflower Root","60","1166","0","55000","2600","0.0212"
"9300673","Bubble Fish","60","194","0","5500","1000","0.035272727272727275"
"9300674","Slime","60","12","0","80","10","0.15"
"9300675","Cube Slime","60","529","0","21000","2000","0.02519047619047619"
"9300676","Cherry Bubble Tea","60","103","0","1600","300","0.064375"
"9300677","Snowman","60","85","0","4500","20","0.01888888888888889"
"9300678","Syrup Baron","60","17","0","125","10","0.136"
"9300679","Tasteburner","60","12","0","80","10","0.15"
"9300680","Mr. Chomps","60","17","1","125","10","0.136"
"9300681","Trash Can","60","17","1","125","10","0.136"
"9300682","DF Android","1","0","0","57000","2800","0.0"
"9300683","Monster Life","1","1","0","35","20","0.02857142857142857"
"9300684","Pipsqueak Magnus","1","1","0","35","20","0.02857142857142857"
"9300685","Pipsqueak Von Leon","1","1","0","35","20","0.02857142857142857"
"9300686","Pipsqueak Arkarium","1","1","0","35","20","0.02857142857142857"
"9300687","Pipsqueak Cygnus","1","1","0","35","20","0.02857142857142857"
"9300688","Pipsqueak Orchid","1","1","0","35","20","0.02857142857142857"
"9300689","Pipsqueak Zakum","1","1","0","35","20","0.02857142857142857"
"9300690","Pipsqueak Horntail","1","1","0","35","20","0.02857142857142857"
"9300691","Pipsqueak Hilla","1","1","0","35","20","0.02857142857142857"
"9300692","Amore Spores","1","1","0","35","20","0.02857142857142857"
"9300693","Lovestruck Grizzly","1","1","0","35","20","0.02857142857142857"
"9300694","Lovestruck Panda","1","1","0","35","20","0.02857142857142857"
"9300695","Pirate King Barbosa","1","1","0","35","20","0.02857142857142857"
"9300696","Roo-D","1","1","0","35","20","0.02857142857142857"
"9300697","Mir","1","1","0","35","20","0.02857142857142857"
"9300698","Nightghost","60","194","0","5500","1000","0.035272727272727275"
"9300699","Ancient Slime","1","0","0","3000","800","0.0"
"9300700","Pipsqueak Zakum","1","1","0","35","20","0.02857142857142857"
"9300701","Pipsqueak Horntail","1","1","0","35","20","0.02857142857142857"
"9300702","Pipsqueak Cygnus","1","1","0","35","20","0.02857142857142857"
"9300703","Pipsqueak Magnus","1","1","0","35","20","0.02857142857142857"
"9300704","Pipsqueak Hilla","1","1","0","35","20","0.02857142857142857"
"9300705","Pipsqueak Arkarium","1","1","0","35","20","0.02857142857142857"
"9300706","Pipsqueak Orchid","1","1","0","35","20","0.02857142857142857"
"9300707","Pipsqueak Von Leon","1","1","0","35","20","0.02857142857142857"
"9300708","Pink Bean","180","1","1","2100000000","50000","4.761904761904762E-10"
"9300709","Oberon","137","388006","1","21679692","40000","0.01789720997881335"
"9300710","Prime Minister","38","0","1","85000","15000","0.0"
"9300711","Ephenia","115","1","1","14250000","3000","7.017543859649123E-8"
"9300712","Manon","120","13500","1","3700000","1500","0.0036486486486486487"
"9300713","Targa","135","1","1","12000000","10000","8.333333333333334E-8"
"9300714","Scarboss","135","110000","1","12000000","10000","0.009166666666666667"
"9300715","Mushmom","19","1650","1","17500","2000","0.09428571428571429"
"9300716","King Sage Cat","97","61700","1","2950000","140000","0.020915254237288135"
"9300717","Dodo","150","189750","1","17625000","500000","0.01076595744680851"
"9300718","King Slime","28","1","1","23000","120","4.347826086956522E-5"
"9300719","Griffey","120","13500","1","3700000","1500","0.0036486486486486487"
"9300720","Charger","110","1","1","6375000","60000","1.5686274509803921E-7"
"9300721","Timer","75","20150","1","750000","90000","0.026866666666666667"
"9300722","Iruvata","131","2454","0","210000","4000","0.011685714285714285"
"9300723","Joy Bird","15","0","1","78000000","20","0.0"
"9300724","White Yeti and King Pepe","35","1","1","70000","1000","1.4285714285714285E-5"
"9300725","Spirit of Rock","48","6150","1","138000","30000","0.04456521739130435"
"9300726","Star Pixie","50","130","0","3000","800","0.043333333333333335"
"9300727","Panda","89","954","0","43000","2400","0.022186046511627908"
"9300728","Helmet Pepe","33","86","0","1200","200","0.07166666666666667"
"9300729","The Book Ghost","84","767","0","33000","2200","0.02324242424242424"
"9300730","Training Tino","1","0","0","15","","0.0"
"9300731","Training Tino","1","0","0","15","","0.0"
"9300732","Training Timu","1","0","0","15","","0.0"
"9300733","Black Wing Henchman","28","0","0","3000","120","0.0"
"9300734","Puppeteer","30","","1","12000","120",""
"9300735","Master of Disguise","31","","1","14000","130",""
"9300736","Berserk Horny Mushroom","13","23","0","200","20","0.115"
"9300737","Weirdo Horny Mushroom","16","28","0","275","40","0.10181818181818182"
"9300738","Berserk Ghost Stump","18","32","0","325","40","0.09846153846153846"
"9300739","Puppeteer's Wooden Puppet","19","33","0","350","40","0.09428571428571429"
"9300740","Puppeteer Francis","20","","1","2000","100",""
"9300741","Black Magician's Disciple","60","","0","5500","1000",""
"9300742","Cygnus","100","","0","65000","2800",""
"9300743","Master of Disguise","10","","1","1250","800",""
"9300744","Darkling","100","","0","65000","2800",""
"9300745","Shadow Knight","100","","0","65000","2800",""
"9300746","Keene","100","","0","179400","7727",""
"9300747","Kyson","100","","0","358800","7727",""
"9300748","Seamus","100","","0","358800","7727",""
"9300749","Horntail","105","","1","1875000","75000",""
"9300750","Mir","1","1","0","35","20","0.02857142857142857"
"9300751","Teenage Mir","1","1","0","35","20","0.02857142857142857"
"9300752","Pipsqueak Luminous (Light)","1","1","0","35","20","0.02857142857142857"
"9300753","Pipsqueak Luminous (Dark)","1","1","0","35","20","0.02857142857142857"
"9300754","Pipsqueak Luminous (Equilibrium)","1","1","0","35","20","0.02857142857142857"
"9300755","Full-Grown Mir","1","1","0","35","20","0.02857142857142857"
"9300756","Pipsqueak Mercedes","1","1","0","35","20","0.02857142857142857"
"9300757","Pipsqueak Phantom","1","1","0","35","20","0.02857142857142857"
"9300758","Lapis","110","","1","2125000","75000",""
"9300759","Lazuli","110","","1","2125000","75000",""
"9300760","Thief Crow","113","","0","320706","10572",""
"9300761","Ariant Scorpion","115","","0","346759","10950",""
"9300762","Master Thief Phantom","120","","1","2625000","75000",""
"9300763","Time Cube","122","","0","447770","16431",""
"9300764","Lyra","128","","1","3125000","100000",""
"9300765","Shadow Knight","128","","0","565248","18087",""
"9300766","Straw Training Doll","130","","0","629694","18657",""
"9300767","Shadow Knight","135","","0","804815","20120",""
"9300768","Milo","138","","1","4375000","150000",""
"9300769","Jaguar","140","","0","1000775","32457",""
"9300770","Power Generator","145","","1","5250000","200000",""
"9300771","Shadow Knight","148","","0","1360238","60455",""
"9300772","Master Red Nirg","145","0","1","315000000","500000","0.0"
"9300773","Master Margana","145","1","1","300000000","50000000","3.3333333333333334E-9"
"9300774","Master Rellik","145","1","1","310000000","20000000","3.225806451612903E-9"
"9300775","Master Hsalf","145","0","1","300000000","20000000","0.0"
"9300776","Master Gawyllacs","145","1","1","300000000","20000000","3.3333333333333334E-9"
"9300777","Master Red Nirg","145","0","1","315000000","500000","0.0"
"9300778","Master Margana","145","1","1","300000000","50000000","3.3333333333333334E-9"
"9300779","Master Rellik","145","1","1","310000000","20000000","3.225806451612903E-9"
"9300780","Master Hsalf","145","0","1","300000000","20000000","0.0"
"9300781","Master Gawyllacs","145","1","1","300000000","20000000","3.3333333333333334E-9"
"9300782","Elite Crimson Guardian","120","1940","0","105000","3000","0.018476190476190476"
"9300783","Elite Master Guardian","105","75196","1","7000000","2000","0.010742285714285715"
"9300784","Mega-Admin Balloon","1","1","0","35","20","0.02857142857142857"
"9300785","Papa Pixie","150","","1","5875000","250000",""
"9300786","Eliza","150","","1","5875000","250000",""
"9300787","Ephenia","150","","1","5875000","250000",""
"9300788","Papa Pixie","150","","1","5875000","250000",""
"9300789","Eliza","150","","1","5875000","250000",""
"9300790","Ephenia","150","","1","5875000","250000",""
"9300791","Cellion","150","","0","1459350","62099",""
"9300792","Shadow Knight","158","","0","2135919","96460",""
"9300793","Admin Balloon","1","1","0","35","20","0.02857142857142857"
"9300794","Thanatos","160","","1","8250000","350000",""
"9300795","Time Cube","162","","0","2535170","115893",""
"9300796","Time Cube","164","","0","2746619","118772",""
"9300797","Arkarium","166","","1","9750000","450000",""
"9300798","Pink Bean","168","","1","10250000","450000",""
"9300799","Scarecrow","10","","0","65000","100",""
"9300800","Scarecrow","10","","0","65000","100",""
"9300801","Tree Worm","27","","0","1300","120",""
"9300802","Suspicious Rabbit","27","","0","1300","120",""
"9300803","Masked Rabbit","43","","0","4400","450",""
"9300804","Master of Disguise","73","","1","150000","800",""
"9300805","Sentrobo","90","0","0","220000","300","0.0"
"9300806","Black Mage's Shadow","100","","1","2000000","3000",""
"9300807","Black Mage's Shadow","100","","1","2000000","3000",""
"9300808","Beta","175","","1","12000000","500000",""
"9300809","Scarecrow","108","","0","65000","100",""
"9300810","Old Tiger","28","","0","800","120",""
"9300811","Tiger Chief","28","","1","8000","80",""
"9300812","Vanishing Specter Shieldbearer","25","44","0","525","80","0.0838095238095238"
"9300813","Vanishing Guerrilla Specter","26","47","0","580","120","0.08103448275862069"
"9300814","Vanishing Warrior Specter","27","50","0","650","120","0.07692307692307693"
"9300815","Mano","10","0","1","300","500","0.0"
"9300816","Invader Seed","182","1000000","0","9999999","9999999","0.100000010000001"
"9300817","Guerrilla Specter","190","114391","0","35000000","25000","0.0032683142857142856"
"9300818","Power Specter","190","114232","0","43000000","25000","0.002656558139534884"
"9300819","Specter Engineer","190","123205","0","38000000","25000","0.003242236842105263"
"9300820","Warrior Specter","190","123153","0","43000000","25000","0.0028640232558139536"
"9300821","Magician Specter","190","121136","0","41000000","25000","0.0029545365853658537"
"9300822","Reaper Specter","190","116462","0","45000000","25000","0.0025880444444444446"
"9300823","Master Specter","200","200000","1","1000000000","30000","2.0E-4"
"9300824","Skeletrooper","190","126048","0","35000000","25000","0.0036013714285714287"
"9300825","Infernal Skeletrooper","190","115497","0","41000000","25000","0.002817"
"9300826","Spearman Skeleknight","190","123305","0","37000000","25000","0.0033325675675675674"
"9300827","Infernal Spearman Skeleknight","190","113886","0","43000000","25000","0.002648511627906977"
"9300828","Azwan Ghost","190","119164","0","60000000","25000","0.0019860666666666666"
"9300829","Bloodfang","200","200000","1","1000000000","30000","2.0E-4"
"9300830","Infernal Bloodfang","200","200000","1","1000000000","30000","2.0E-4"
"9300831","Blood Reindeer","190","114189","0","41000000","25000","0.0027850975609756095"
"9300832","Bearwolf","190","127050","0","45000000","25000","0.0028233333333333335"
"9300833","Grey Vulture","190","123273","0","42500000","25000","0.002900541176470588"
"9300834","Demon Gargoyle","190","125017","0","44000000","25000","0.0028412954545454544"
"9300835","Red Crocky","190","117767","0","43000000","25000","0.002738767441860465"
"9300836","Prison Guard Boar","190","126881","0","43000000","25000","0.002950720930232558"
"9300837","Prison Guard Rhino","190","120332","0","43000000","25000","0.002798418604651163"
"9300838","Mini Castle Golem","190","124193","0","44000000","25000","0.0028225681818181817"
"9300839","Prison Guard Ani","200","200000","1","1000000000","30000","2.0E-4"
"9300840","Memory Monk","190","115763","0","37000000","25000","0.0031287297297297296"
"9300841","Memory Monk Trainee","190","115632","0","38000000","25000","0.0030429473684210526"
"9300842","Memory Guardian","190","123414","0","39000000","25000","0.0031644615384615383"
"9300843","Chief Memory Guardian","190","122957","0","40000000","25000","0.003073925"
"9300844","Qualm Monk","190","119681","0","38000000","25000","0.0031495"
"9300845","Qualm Monk Trainee","190","115816","0","39000000","25000","0.0029696410256410256"
"9300846","Qualm Guardian","190","114340","0","40000000","25000","0.0028585"
"9300847","Chief Qualm Guardian","190","118500","0","41000000","25000","0.0028902439024390244"
"9300848","Oblivion Monk","190","119489","0","39000000","25000","0.0030638205128205127"
"9300849","Oblivion Monk Trainee","190","124420","0","40000000","25000","0.0031105"
"9300850","Oblivion Guard","190","116451","0","41000000","25000","0.002840268292682927"
"9300851","Chief Oblivion Guardian","190","119699","0","42000000","25000","0.0028499761904761905"
"9300852","Netherworld Monk","190","113881","0","45000000","25000","0.002530688888888889"
"9300853","Netherworld Monk","200","200000","1","1000000000","30000","2.0E-4"
"9300854","Magnus","190","2000000","1","2100000000","100000","9.523809523809524E-4"
"9300855","Hilla","190","2040000","1","2100000000","900000","9.714285714285714E-4"
"9300856","Von Leon","120","2000000","1","2100000000","1500000","9.523809523809524E-4"
"9300857","Arkarium","170","5000000","1","2100000000","15000000","0.002380952380952381"
"9300858","Invader Seed","182","1000000","0","9999999","9999999","0.100000010000001"
"9300859","Invader Seed","182","1000000","0","9999999","9999999","0.100000010000001"
"9300860","Magnus","190","22000000","1","2000000000","100000","0.011"
"9300861","Prison Guard Ani","120","204288","1","60000000","200000","0.0034048"
"9300862","Arkarium","170","5000000","1","2100000000","15000000","0.002380952380952381"
"9300863","Dragonoir","107","320000","1","107000000","15000","0.0029906542056074765"
"9300864","Cygnus","190","20400000","1","2100000000","90000","0.009714285714285713"
"9300865","Von Leon","129","0","1","2100000000","1500000","0.0"
"9300866","Mihile","60","0","1","2100000000","64500","0.0"
"9300867","Oz","60","0","1","2100000000","64500","0.0"
"9300868","Eckhart","60","0","1","2100000000","64500","0.0"
"9300869","Irena","60","0","1","2100000000","64500","0.0"
"9300870","Hawkeye","60","0","1","2100000000","64500","0.0"
"9300871","Lock","50","","1","30000","1000",""
"9300872","Master Thief Phantom","50","","1","35000","1200",""
"9300873","Lupin","55","","0","20000","1000",""
"9300874","Omen","65","","0","30000","1500",""
"9300875","Master Omen","65","","1","150000","1800",""
"9300876","Ratz","60","","0","30000","1500",""
"9300877","Caterpillar","12","","1","175","20",""
"9300878","Rurumo","95","13990","1","3300000","130000","0.0042393939393939395"
"9300879","Homunspeculler","97","14810","1","3540000","140000","0.00418361581920904"
"9300880","King Sage Cat","130","49960","1","20533500","200000","0.002433097133951835"
"9300881","Petite Shade","1","1","0","35","20","0.02857142857142857"
"9300882","Lil Moonbeam","1","1","0","35","20","0.02857142857142857"
"9300883","Petite Lania","1","1","0","35","20","0.02857142857142857"
"9300884","Jar","81","780","0","54000","2200","0.014444444444444444"
"9300885","Ginseng Jar","83","875","0","62000","2200","0.014112903225806451"
"9300886","Petit Luminous","1","1","0","35","20","0.02857142857142857"
"9300887","Petit Phantom","1","1","0","35","20","0.02857142857142857"
"9300888","Ghost Whale","105","1495","0","75000","3000","0.019933333333333334"
"9300889","Cave Bat","43","127","0","4400","450","0.028863636363636362"
"9300890","Awakened Spirit of Rock","155","0","1","202020000","32000","0.0"
"9300891","Blue Ancient Slime","165","12","0","80","10","0.15"
"9300892","Low Darkstar","125","","1","1619775","4000",""
"9300893","High Darkstar","125","","1","1619775","4000",""
"9300900","Ribbon Pig","7","12","0","80","10","0.15"
"9300901","Ribbon Pig","10","17","0","125","10","0.136"
"9300902","Spring Bunny","30","","1","900","120",""
"9300903","Flyeye","8","13","0","95","10","0.1368421052631579"
"9300904","Stirge","6","10","0","65","10","0.15384615384615385"
"9300905","Goblin Fire","11","19","0","150","20","0.12666666666666668"
"9300906","Transparent Moon Bunny 1","30","1","0","900","120","0.0011111111111111111"
"9300907","Transparent Moon Bunny 2","30","1","0","900","120","0.0011111111111111111"
"9300908","Transparent Moon Bunny 3","30","1","0","900","120","0.0011111111111111111"
"9300909","Transparent Moon Bunny 4","30","1","0","900","120","0.0011111111111111111"
"9300910","Ligator","23","32","0","558","80","0.05734767025089606"
"9300911","Curse Eye","25","36","0","630","80","0.05714285714285714"
"9300912","King Slime","28","1","1","23000","120","4.347826086956522E-5"
"9300920","Poisoned Lord Tree","43","85","0","2640","450","0.032196969696969696"
"9300921","Poisoned Stone Bug","43","85","0","2640","450","0.032196969696969696"
"9300922","Poisoned Spright","43","","0","2640","450",""
"9300925","Poison Golem","45","","1","24000","4500",""
"9300926","Charged Poison Golem","46","","1","38000","6000",""
"9300927","Super-Charged Poison Golem","48","1467","1","50000","6000","0.02934"
"9300928","Deeply Poisoned Stone Bug","1","","1","2090000000","",""
"9300930","Tower Cellion","55","125","0","4800","800","0.026041666666666668"
"9300931","Tower Lunar Pixie","54","121","0","4560","800","0.026535087719298245"
"9300932","Tower Star Pixie","54","121","0","4560","800","0.026535087719298245"
"9300933","Tower Luster Pixie","54","121","0","4560","800","0.026535087719298245"
"9300934","Ghost Pixie","48","99","0","3312","600","0.029891304347826088"
"9300935","Flying Boogie","52","113","0","4080","800","0.027696078431372548"
"9300936","Tower Nependeath","53","117","0","4320","800","0.027083333333333334"
"9300937","Tower Royal Nependeath","53","117","0","4320","800","0.027083333333333334"
"9300938","Papa Pixie","58","1990","1","490000","10000","0.004061224489795919"
"9300939","Tower Grupin","55","125","0","4800","800","0.026041666666666668"
"9300940","Tower Lioner","55","125","0","4800","800","0.026041666666666668"
"9300941","Airship 1-1","1","0","0","1000000","150000","0.0"
"9300942","Airship 1-2","1","0","0","5000000","150000","0.0"
"9300943","Airship 1-3","1","0","0","10000000","150000","0.0"
"9300944","Airship 2-1","1","0","0","3000000","150000","0.0"
"9300945","Airship 2-2","1","0","0","5000000","150000","0.0"
"9300946","Airship 2-3","1","0","0","15000000","150000","0.0"
"9300947","Guided Artillery 1","1","0","0","10000000","150000","0.0"
"9300948","Guided Artillery 2","1","0","0","20000000","150000","0.0"
"9300949","Round Blades","1","0","1","2100000000","150000","0.0"
"9300950","Low Flame Artillery","1","0","1","2100000000","150000","0.0"
"9300951","High Flame Artillery","1","0","1","2100000000","150000","0.0"
"9300952","3-way Artillery","1","0","0","20000000","150000","0.0"
"9300955","Black Wing Carrier","33","","1","1500000000","2000000",""
"9300956","Black Wing Carrier Sub","33","0","0","2000000000","150000","0.0"
"9300957","Rabbit","75","581","0","36000","2200","0.01613888888888889"
"9300958","Golden Rabbit","76","581","0","40800","2200","0.014240196078431373"
"9300959","Ferret","77","701","0","45600","2400","0.01537280701754386"
"9300960","Golden Ferret","78","762","0","50400","2400","0.015119047619047619"
"9300961","Scorpie","79","821","0","55200","2400","0.014873188405797102"
"9300962","Golden Scorpie","80","878","0","60000","2600","0.014633333333333333"
"9300963","Mammoth","81","936","0","64800","2600","0.014444444444444444"
"9300964","Golden Mammoth","82","992","0","69600","2600","0.014252873563218391"
"9300965","Xerxes","83","1","1","5520000","90000","1.8115942028985507E-7"
"9300966","Weapon Dummy","82","1","0","","2600",""
"9300967","Weapon Dummy","82","1","0","","2600",""
"9300968","Tragos","81","","0","54000","2200",""
"9300969","Kephivara","80","","0","50000","2000",""
"9300970","Shammos","1","0","1","300000","1000","0.0"
"9300971","Giant Scorpion","30","0","1","1050","200","0.0"
"9302000","Golden Pig","1","","0","15","",""
"9302001","Golden Pig","1","","0","15","",""
"9302002","Golden Pig","1","","0","15","",""
"9302003","Golden Pig","1","","0","15","",""
"9302004","Golden Pig","1","","0","15","",""
"9302005","Golden Pig","1","","0","15","",""
"9302006","Golden Pig","1","","0","15","",""
"9302007","Golden Pig","1","","0","15","",""
"9302008","Golden Pig","1","","0","15","",""
"9302009","Golden Pig","1","","0","15","",""
"9302010","Golden Pig","1","","0","15","",""
"9302011","Lupin Pig","32","68","0","1100","200","0.06181818181818182"
"9302012","Beast","58","179","1","4900","1000","0.03653061224489796"
"9302013","Beast","58","179","1","4900","1000","0.03653061224489796"
"9302014","Beast","58","179","1","4900","1000","0.03653061224489796"
"9302015","Beast","58","179","1","4900","1000","0.03653061224489796"
"9302016","Beast","58","179","1","4900","1000","0.03653061224489796"
"9302017","Beast","58","179","1","4900","1000","0.03653061224489796"
"9302018","Beast","58","179","1","4900","1000","0.03653061224489796"
"9302019","Raging Beast","60","194","1","5500","1000","0.035272727272727275"
"9302020","Picnic Trash Bag","10","0","0","10","10","0.0"
"9302021","Lv. 20 Golden Dream Pig","20","1750","1","18750","2000","0.09333333333333334"
"9302022","Lv. 34 Golden Dream Pig","34","3750","1","65000","10000","0.057692307692307696"
"9302023","Lv. 36 Golden Dream Pig","36","4150","1","75000","15000","0.05533333333333333"
"9302024","Lv. 46 Golden Dream Pig","46","5800","1","126000","30000","0.046031746031746035"
"9302025","Lv. 50 Golden Dream Pig","50","6500","1","150000","40000","0.043333333333333335"
"9302026","Lv. 55 Golden Dream Pig","55","7800","1","200000","40000","0.039"
"9302027","Lv. 56 Golden Dream Pig","56","8000","1","205000","40000","0.03902439024390244"
"9302028","Lv. 66 Golden Dream Pig","66","12600","1","400000","75000","0.0315"
"9302029","Lv. 70 Golden Dream Pig","70","14800","1","500000","75000","0.0296"
"9302030","Lv. 76 Golden Dream Pig","76","22300","1","850000","100000","0.026235294117647058"
"9302031","Lv. 83 Golden Dream Pig","83","36450","1","1550000","110000","0.023516129032258064"
"9302032","Lv. 85 Golden Dream Pig","85","40250","1","1750000","110000","0.023"
"9302033","Lv. 100 Golden Dream Pig","100","66700","1","3250000","140000","0.02052307692307692"
"9302034","Lv. 118 Golden Dream Pig","118","94200","1","5050000","150000","0.018653465346534653"
"9302035","Lv. 135 Golden Dream Pig","135","122700","1","7000000","200000","0.017528571428571428"
"9302036","Lv. 150 Golden Dream Pig","150","189750","1","11750000","600000","0.016148936170212767"
"9302037","Lv. 140 Golden Dream Pig","140","155500","1","9250000","300000","0.01681081081081081"
"9302038","Lv. 26 Golden Dream Pig","26","2350","1","29000","6000","0.08103448275862069"
"9302039","Lupin Pig","32","68","0","1100","200","0.06181818181818182"
"9302040","Skeletrooper","45","220","0","9000","1000","0.024444444444444446"
"9302041","Spearman Skeleknight","45","231","0","10800","1000","0.021388888888888888"
"9302042","Elite Skeletrooper","50","1300","0","110000","20000","0.011818181818181818"
"9302043","Elite Spearman Skeleknight","50","1365","0","132000","20000","0.010340909090909092"
