id,name,level,exp,hp
9300851,Chief Oblivion Guardian,190,119699,42000000
9300852,Netherworld Monk,190,113881,45000000
9300853,Netherworld Monk,200,200000,1000000000
9300854,Magnus,190,2000000,2100000000
9300855,Hilla,190,2040000,2100000000
9300856,Von Leon,120,2000000,2100000000
9300857,Arkarium,170,5000000,2100000000
9300858,Invader Seed,182,1000000,9999999
9300859,Invader Seed,182,1000000,9999999
9300860,Magnus,190,22000000,2000000000
9300861,Prison Guard Ani,120,204288,60000000
9300862,Arkarium,170,5000000,2100000000
9300863,Dragonoir,107,320000,107000000
9300864,Cygnus,190,20400000,2100000000
9300865,Von Leon,129,0,2100000000
9300866,Mihile,60,0,2100000000
9300867,Oz,60,0,2100000000
9300868,Eckhart,60,0,2100000000
9300869,Irena,60,0,2100000000
9300870,Hawkeye,60,0,2100000000
9300871,Lock,50,0,30000
9300872,Master Thief Phantom,50,0,35000
9300873,Lupin,55,0,20000
9300874,Omen,65,0,30000
9300875,Master Omen,65,0,150000
9300876,Ratz,60,0,30000
9300877,Caterpillar,12,0,175
9300878,Rurumo,95,13990,3300000
9300879,Homunspeculler,97,14810,3540000
9300880,King Sage Cat,130,49960,20533500
9300881,Petite Shade,1,1,35
9300882,Lil Moonbeam,1,1,35
9300883,Petite Lania,1,1,35
9300884,Jar,81,780,54000
9300885,Ginseng Jar,83,875,62000
9300886,Petit Luminous,1,1,35
9300887,Petit Phantom,1,1,35
9300888,Ghost Whale,105,1495,75000
9300889,Cave Bat,43,127,4400
9300890,Awakened Spirit of Rock,155,0,202020000
9300891,Blue Ancient Slime,165,12,80
9300892,Low Darkstar,125,12,1619775
9300893,High Darkstar,125,12,1619775
9300900,Ribbon Pig,7,12,80
9300901,Ribbon Pig,10,17,125
9300902,Spring Bunny,30,17,900
9300903,Flyeye,8,13,95
9300904,Stirge,6,10,65
9300905,Goblin Fire,11,19,150
9300906,Transparent Moon Bunny 1,30,19,900
9300907,Transparent Moon Bunny 2,30,19,900
9300908,Transparent Moon Bunny 3,30,19,900
9300909,Transparent Moon Bunny 4,30,19,900
9300910,Ligator,23,32,558
9300911,Curse Eye,25,36,630
9300912,King Slime,28,110,23000
9300920,Poisoned Lord Tree,43,85,2640
9300921,Poisoned Stone Bug,43,85,2640
9300922,Poisoned Spright,43,85,2640
9300925,Poison Golem,45,85,24000
9300926,Charged Poison Golem,46,85,38000
9300927,Super-Charged Poison Golem,48,1467,50000
9300928,Deeply Poisoned Stone Bug,1,1467,2090000000
9300930,Tower Cellion,55,125,4800
9300931,Tower Lunar Pixie,54,121,4560
9300932,Tower Star Pixie,54,121,4560
9300933,Tower Luster Pixie,54,121,4560
9300934,Ghost Pixie,48,99,3312
9300935,Flying Boogie,52,113,4080
9300936,Tower Nependeath,53,117,4320
9300937,Tower Royal Nependeath,53,117,4320
9300938,Papa Pixie,58,1990,490000
9300939,Tower Grupin,55,125,4800
9300940,Tower Lioner,55,125,4800
9300941,Airship 1-1,1,0,1000000
9300942,Airship 1-2,1,0,5000000
9300943,Airship 1-3,1,0,10000000
9300944,Airship 2-1,1,0,3000000
9300945,Airship 2-2,1,0,5000000
9300946,Airship 2-3,1,0,15000000
9300947,Guided Artillery 1,1,0,10000000
9300948,Guided Artillery 2,1,0,20000000
9300949,Round Blades,1,0,2100000000
9300950,Low Flame Artillery,1,0,2100000000
9300951,High Flame Artillery,1,0,2100000000
9300952,3-way Artillery,1,0,20000000
9300955,Black Wing Carrier,33,0,1500000000
9300956,Black Wing Carrier Sub,33,0,2000000000
9300957,Rabbit,75,581,36000
9300958,Golden Rabbit,76,581,40800
9300959,Ferret,77,701,45600
9300960,Golden Ferret,78,762,50400
9300961,Scorpie,79,821,55200
9300962,Golden Scorpie,80,878,60000
9300963,Mammoth,81,936,64800
9300964,Golden Mammoth,82,992,69600
9300965,Xerxes,83,34200,5520000
9300966,Weapon Dummy,82,1,2000000000
9300967,Weapon Dummy,82,1,2000000000
9300968,Tragos,81,1,54000
9300969,Kephivara,80,1,50000
9300970,Shammos,1,0,300000
9300971,Giant Scorpion,30,0,1050
9302000,Golden Pig,1,0,15
9302001,Golden Pig,1,0,15
9302002,Golden Pig,1,0,15
9302003,Golden Pig,1,0,15
9302004,Golden Pig,1,0,15
9302005,Golden Pig,1,0,15
9302006,Golden Pig,1,0,15
9302007,Golden Pig,1,0,15
9302008,Golden Pig,1,0,15
9302009,Golden Pig,1,0,15
9302010,Golden Pig,1,0,15
9302011,Lupin Pig,32,68,1100
9302012,Beast,58,179,4900
9302013,Beast,58,179,4900
9302014,Beast,58,179,4900
9302015,Beast,58,179,4900
9302016,Beast,58,179,4900
9302017,Beast,58,179,4900
9302018,Beast,58,179,4900
9302019,Raging Beast,60,194,5500
9302020,Picnic Trash Bag,10,0,10
9302021,Lv. 20 Golden Dream Pig,20,1750,18750
9302022,Lv. 34 Golden Dream Pig,34,3750,65000
9302023,Lv. 36 Golden Dream Pig,36,4150,75000
9302024,Lv. 46 Golden Dream Pig,46,5800,126000
9302025,Lv. 50 Golden Dream Pig,50,6500,150000
9302026,Lv. 55 Golden Dream Pig,55,7800,200000
9302027,Lv. 56 Golden Dream Pig,56,8000,205000
9302028,Lv. 66 Golden Dream Pig,66,12600,400000
9302029,Lv. 70 Golden Dream Pig,70,14800,500000
9302030,Lv. 76 Golden Dream Pig,76,22300,850000
9302031,Lv. 83 Golden Dream Pig,83,36450,1550000
9302032,Lv. 85 Golden Dream Pig,85,40250,1750000
9302033,Lv. 100 Golden Dream Pig,100,66700,3250000
9302034,Lv. 118 Golden Dream Pig,118,94200,5050000
9302035,Lv. 135 Golden Dream Pig,135,122700,7000000
9302036,Lv. 150 Golden Dream Pig,150,189750,11750000
9302037,Lv. 140 Golden Dream Pig,140,155500,9250000
9302038,Lv. 26 Golden Dream Pig,26,2350,29000
9302039,Lupin Pig,32,68,1100
9302040,Skeletrooper,45,220,9000
9302041,Spearman Skeleknight,45,231,10800
9302042,Elite Skeletrooper,50,1300,110000
9302043,Elite Spearman Skeleknight,50,1365,132000
9302044,Elite Skeletrooper,50,450,50000
9302045,Elite Spearman Skeleknight,50,450,50000
9302046,Elite Bloodfang,50,2000,300000
9302047,Deadly Owl Tower,50,2000,810000
9302048,Deadly Guardian Tower,50,5500,810000
9303000,Mano,10,5500,125
9303001,Stumpy,10,5500,125
9303002,King Slime,10,5500,125
9303003,Deo,10,5500,125
9303004,Mushmom,10,5500,125
9303005,Tae Roon,26,5500,580
9303006,Rombot,26,5500,580
9303007,Zeno,26,5500,580
9303008,Nine-Tailed Fox,26,5500,580
9303009,King Sage Cat,51,5500,3200
9303010,Jr. Balrog,51,5500,3200
9303011,Lord Pirate,51,5500,3200
9303012,Papa Pixie,51,5500,3200
9303013,Crimson Balrog,81,5500,27000
9303014,Seruf,81,5500,27000
9303015,Eliza,81,5500,27000
9303016,Leviathan,81,5500,27000
9303020,Rockstrong,10,0,78000000
9303021,Clover,10,0,78000000
9303022,Raynee,10,0,78000000
9303023,Lucky,10,0,78000000
9303024,Black Leviathan,145,0,10500000
9303025,Thieving Moon Bunny,32,68,1100
9303026,Glowing Ghost,10,0,7100
9303030,Rice Robber Mouse,10,0,10
9303031,Rice Robber Mouse,10,0,10
9303032,Rice Robber Mouse,10,0,10
9303033,Chestnut Robber Mouse,10,0,10
9303034,Chestnut Robber Mouse,10,0,10
9303035,Chestnut Robber Mouse,10,0,10
9303036,Gol D. Rabbit,10,0,800000
9303037,Small Spaceship,10,0,60000
9303038,Gol D. Rabbit,30,0,3000000
9303039,Gol D. Rabbit Jr.,15,0,1900
9303040,Fruit Robber Mouse,10,0,10
9303041,Fruit Robber Mouse,10,0,10
9303042,Fruit Robber Mouse,10,0,10
9303043,Silk Robber Mouse,10,0,10
9303050,C-Pain,32,68,1100
9303051,Sir Tumble Scratch,32,68,1100
9303060,Golden Rabbit,40,96,1900
9303061,Skeleton General,40,96,1900
9303062,Captain,40,96,1900
9303063,Prison Guard Boar,40,96,1900
9303064,Tauromacis,40,96,1900
9303070,Warrior Lil' Murgoth,100,0,49999950
9303071,Mage Lil' Murgoth,100,0,49999950
9303072,Bowman Lil' Murgoth,100,0,49999950
9303073,Thief Lil' Murgoth,100,0,49999950
9303074,Pirate Lil' Murgoth,100,0,49999950
9303075,Cunning Lil' Murgoth,32,0,50000000
9303076,Cunning Lil' Murgoth,32,0,50000000
9303077,Spirit of Rock,75,0,10000000
9303078,Prison Guard Ani,75,0,10000000
9303079,Dragon Rider,120,0,10000000
9303080,Rex,75,0,10000000
9303081,Mu Gong,75,0,10000000
9303082,Balrog,100,0,50000000
9303083,Magnificent Balrog,120,0,100000000
9303084,Von Leon,100,0,50000000
9303085,Magnificent Von Leon,120,0,100000000
9303086,Pink Bean,100,0,50000000
9303087,Magnificent Pink Bean,120,0,100000000
9303088,Xerxes,75,0,10000000
9303089,Zakum,100,0,50000000
9303090,Magnificent Zakum,120,0,100000000
9303091,Cygnus,100,0,50000000
9303092,Magnificent Cygnus,120,0,100000000
9303093,Ephenia,75,0,10000000
9303094,Arkarium,100,0,50000000
9303095,Magnificent Arkarium,120,0,100000000
9303096,Pianus,75,0,10000000
9303097,Hilla,100,0,50000000
9303098,Magnificent Hilla,120,0,100000000
9303099,High Captain Darkgoo,75,0,10000000
9303100,Magnus,100,0,50000000
9303101,Magnificent Magnus,120,0,100000000
9303102,Murgoth,100,0,50000000
9303103,Magnificent Murgoth,120,0,100000000
9303104,Warrior Lil' Murgoth,75,0,29999970
9303105,Mage Lil' Murgoth,75,0,29999970
9303106,Bowman Lil' Murgoth,75,0,29999970
9303107,Thief Lil' Murgoth,75,0,29999970
9303108,Pirate Lil' Murgoth,75,0,29999970
9303110,Elementary School Student Moon Bunny,33,0,1000
9303111,Preschooler Moon Bunny,33,0,1000
9303112,Middle School Student Moon Bunny,33,0,1000
9303113,High School Senior Moon Bunny,15,0,1900
9303114,Soldier Moon Bunny,33,0,1000
9303115,Alien Moon Bunny,33,0,1000
9303116,Elementary School Student Moon Bunny,33,0,1000
9303117,Preschooler Moon Bunny,33,0,1000
9303118,Middle School Student Moon Bunny,33,0,1000
9303119,High School Senior Moon Bunny,15,0,1900
9303120,Soldier Moon Bunny,33,0,1000
9303121,Elementary School Student Moon Bunny,33,0,1000
9303122,Preschooler Moon Bunny,33,0,1000
9303123,Middle School Student Moon Bunny,33,0,1000
9303124,High School Senior Moon Bunny,15,0,1900
9303125,Soldier Moon Bunny,33,0,1000
9303126,Moon Bunny,33,0,1000
9303127,Paparazzi Moon Bunny,33,0,1000
9303128,Anti-fan's Egg,33,0,1000
9303129,Hardcore Anti-fan,33,0,1000
9303130,Black Knight,100,0,50000000
9303131,Mad Mage,100,0,50000000
9303132,Rampant Cyborg,100,0,50000000
9303133,Vicious Hunter,100,0,50000000
9303134,Bad Brawler,100,0,50000000
9303135,Black Knight,120,0,100000000
9303136,Mad Mage,120,0,100000000
9303137,Rampant Cyborg,120,0,100000000
9303138,Vicious Hunter,120,0,100000000
9303139,Bad Brawler,120,0,100000000
9303140,Xerxes In Love,10,0,3500000
9303141,Lil' Murgoth On The Run,100,0,2999997
9303142,Black Mushroom Gang,20,35,375
9303143,Water Thief Monster,20,35,375
9303144,Yeti and Pepe,120,35,453600
9303145,Ribbon Pig,10,17,125
9303146,Blue Ribbon Pig,13,23,200
9303147,Ribbon Pig,10,17,125
9303148,Blue Ribbon Pig,13,23,200
9303149,Slime,7,12,80
9303150,Slime,7,12,80
9303151,Snail,1,3,15
9303152,Pierre,100,3,50000000
9303153,Pierre,120,3,100000000
9303154,Von Bon,100,3,50000000
9303155,Von Bon,120,3,100000000
9303156,Crimson Queen,100,3,50000000
9303157,Crimson Queen,120,3,100000000
9303158,Vellum,100,3,50000000
9303159,Vellum,120,3,100000000
9303160,Lotus,100,0,50000000
9303161,Lotus,120,0,100000000
9303162,돼지바 돼지,75,0,10000000
9303163,돼지바 돼지,75,0,10000000
9303164,PC방 로봇,75,0,10000000
9303165,PC방 로봇,75,0,10000000
9303166,Ursus,100,0,50000000
9303167,Ursus,120,0,100000000
9303168,Papulatus,100,0,50000000
9303169,Papulatus,120,0,100000000
9303200,Holoshroom,1,0,1000
9303201,Holopig,5,0,2000
9303202,Holomonkey,6,0,2650
9303203,Holoreindeer,10,0,3250
9303204,Holochronos,11,0,4500
9303205,Holopirate,15,0,8500
9303206,Holodragon,1,0,40000
9303207,Blue Base,200,0,2000000000
9303208,Red Base,200,0,2000000000
9303209,Monster Array,1,1,1
9303210,Monster Array,1,1,1
9303211,Holoshroom,1,0,1000
9303212,Holopig,1,0,1000
9303213,Holomonkey,1,0,1000
9303214,Holoreindeer,1,0,1000
9303215,Holochronos,1,0,1000
9303216,Holopirate,1,0,1000
9303217,Master Dragon,1,0,9999999
9304000,Tamable Jaguar,10,0,2000
9304001,Tamable Jaguar,10,0,2000
9304002,Tamable Jaguar,10,0,2000
9304003,Tamable Jaguar,10,0,2000
9304004,Tamable Jaguar,10,0,2000
9304005,Jaira,10,0,2000
9304006,Snow White,10,0,2000
9304007,Onyx Jaguar,10,0,2000
9304008,Armored Crimson,10,0,2000
9305000,Spirit of Rock,48,215,96600
9305001,Xerxes,61,340,192500
9305002,Deet and Roi,88,28175,1225000
9305003,Ani,125,10390,5750000
9305004,Metal Golem,50,228,105000
9305005,Dodo,135,13750,8000000
9305006,Lilynouch,140,15550,9250000
9305007,Lyka,145,17290,10500000
9305100,Mano,25,154,36750
9305101,Mushmom,28,186,50400
9305102,Stumpy,30,210,63000
9305103,Blue Mushmom,33,252,84000
9305104,Zombie Mushmom,35,277,98000
9305105,King Slime,35,277,98000
9305106,Dyle,38,312,119000
9305107,King Clang,40,336,133000
9305108,Faust,45,392,168000
9305109,Spirit of Rock,48,431,193200
9305110,Metal Golem,50,455,210000
9305111,Eliza,52,494,238000
9305112,Jr. Balrog,55,546,280000
9305113,Nine-Tailed Fox,58,627,343000
9305114,Xerxes,60,679,385000
9305115,Deo,62,1491,441000
9305116,Zeno,65,1687,525000
9305117,Timer,68,1918,630000
9305118,Snack Bar,71,2226,770000
9305119,Tae Roon,74,2674,980000
9305120,Papa Pixie,77,3409,1330000
9305121,Alishar,80,4270,1750000
9305122,Lord Pirate,82,4823,2030000
9305123,Deet and Roi,85,5635,2450000
9305124,Frankenroid,88,6419,2870000
9305125,Chimera,90,6930,3150000
9305126,Poison Golem,92,7434,3430000
9305127,King Sage Cat,95,8162,3850000
9305128,Giant Centipede,98,17752,4270000
9305129,Crimson Balrog,101,19138,4690000
9305130,Manon,104,20482,5110000
9305131,Griffey,107,21798,5530000
9305132,Snowman,110,38477,5950000
9305133,Papulatus,113,40577,6370000
9305134,Ani,116,63910,6790000
9305135,Leviathan,119,66920,7210000
9305136,Dodo,122,139720,7630000
9305137,Lilynouch,125,145460,8050000
9305138,Lyka,128,155820,8750000
9305139,Mu Gong,130,166530,9450000
9305200,Mano,25,1320,157500
9305201,Mushmom,28,1590,216000
9305202,Stumpy,30,1800,270000
9305203,Blue Mushmom,33,2160,360000
9305204,Zombie Mushmom,35,2370,420000
9305205,King Slime,35,2370,420000
9305206,Dyle,38,2670,510000
9305207,King Clang,40,2880,570000
9305208,Faust,45,3360,720000
9305209,Spirit of Rock,48,3690,828000
9305210,Metal Golem,50,3900,900000
9305211,Eliza,52,4230,1020000
9305212,Jr. Balrog,55,4680,1200000
9305213,Nine-Tailed Fox,58,5370,1470000
9305214,Xerxes,60,5820,1650000
9305215,Deo,62,6390,1890000
9305216,Zeno,65,7230,2250000
9305217,Timer,68,8220,2700000
9305218,Snack Bar,71,9540,3300000
9305219,Tae Roon,74,11460,4200000
9305220,Papa Pixie,77,14610,5700000
9305221,Alishar,80,18300,7500000
9305222,Lord Pirate,82,20670,8700000
9305223,Deet and Roi,85,24150,10500000
9305224,Frankenroid,88,27510,12300000
9305225,Chimera,90,29700,13500000
9305226,Poison Golem,92,31860,14700000
9305227,King Sage Cat,95,34980,16500000
9305228,Giant Centipede,98,38040,18300000
9305229,Crimson Balrog,100,40020,19500000
9305230,Manon,105,44850,22500000
9305231,Griffey,110,49470,25500000
9305232,Snowman,115,53910,28500000
9305233,Papulatus,120,58200,31500000
9305234,Ani,125,62340,34500000
9305235,Leviathan,130,71370,40500000
9305236,Dodo,135,82500,48000000
9305237,Lilynouch,140,93300,55500000
9305238,Lyka,145,103740,63000000
9305239,Mu Gong,150,113850,70500000
9305300,Mano,25,1760,420000
9305301,Mushmom,28,2120,576000
9305302,Stumpy,30,2400,720000
9305303,Blue Mushmom,33,2880,960000
9305304,Zombie Mushmom,35,3160,1120000
9305305,King Slime,35,3160,1120000
9305306,Dyle,38,3560,1360000
9305307,King Clang,40,3840,1520000
9305308,Faust,45,4480,1920000
9305309,Spirit of Rock,48,4920,2208000
9305310,Metal Golem,50,5200,2400000
9305311,Eliza,52,5640,2720000
9305312,Jr. Balrog,55,6240,3200000
9305313,Nine-Tailed Fox,58,7160,3920000
9305314,Xerxes,60,7760,4400000
9305315,Deo,62,8520,5040000
9305316,Zeno,65,9640,6000000
9305317,Timer,68,10960,7200000
9305318,Snack Bar,71,12720,8800000
9305319,Tae Roon,74,15280,11200000
9305320,Papa Pixie,77,19480,15200000
9305321,Alishar,80,24400,20000000
9305322,Lord Pirate,82,27560,23200000
9305323,Deet and Roi,85,32200,28000000
9305324,Frankenroid,88,36680,32800000
9305325,Chimera,90,39600,36000000
9305326,Poison Golem,92,42480,39200000
9305327,King Sage Cat,95,46640,44000000
9305328,Giant Centipede,98,50720,48800000
9305329,Crimson Balrog,100,53360,52000000
9305330,Manon,105,59800,60000000
9305331,Griffey,110,65960,68000000
9305332,Snowman,115,71880,76000000
9305333,Papulatus,120,77600,84000000
9305334,Ani,125,83120,92000000
9305335,Leviathan,130,95160,108000000
9305336,Dodo,135,110000,128000000
9305337,Lilynouch,140,124400,148000000
9305338,Lyka,145,138320,168000000
9305339,Mu Gong,150,151800,188000000
9305400,Skeledog,30,6,100
9305401,Pyramid Skeleton,30,7,150
9305402,Giant Scorpion,30,13,1050
9305403,Pyramid Skeleton,30,7,150
9305404,Skeledog,30,6,100
9305405,Giant Scorpion,30,13,1050
9305406,Horus,30,12,900
9305407,Advisor Mummy,30,35,4200
9305408,Pharaoh Yeti,30,110,15000
9305409,Mummydog,30,16,1400
9305410,Pyramid Skeleton Commander,30,20,2000
9305411,Horus,30,12,900
9305412,Giant Scorpion,30,13,1050
9305413,Pharaoh Snake,30,25,2750
9305414,Pyramid Skeleton Commander,30,20,2000
9305415,Advisor Mummy,30,35,4200
9305416,Mummydog,30,16,1400
9305417,Horus,30,12,900
9305418,Giant Scorpion,30,13,1050
9305419,Pyramid Skeleton Commander,30,20,2000
9305420,Advisor Mummy,30,35,4200
9305421,Pharaoh Snake,30,25,2750
9305422,Pharoah Mummy,30,4668,672000
9305500,Skeledog,30,6,100
9305501,Pyramid Skeleton,30,7,150
9305502,Giant Scorpion,30,13,1050
9305503,Pyramid Skeleton,30,7,150
9305504,Skeledog,30,6,100
9305505,Giant Scorpion,30,13,1050
9305506,Horus,30,12,900
9305507,Advisor Mummy,30,35,4200
9305508,Pharaoh Yeti,30,110,15000
9305509,Mummydog,30,16,1400
9305510,Pyramid Skeleton Commander,30,20,2000
9305511,Horus,30,12,900
9305512,Giant Scorpion,30,13,1050
9305513,Pharaoh Snake,30,25,2750
9305514,Pyramid Skeleton Commander,30,20,2000
9305515,Advisor Mummy,30,35,4200
9305516,Mummydog,30,16,1400
9305517,Horus,30,12,900
9305518,Giant Scorpion,30,13,1050
9305519,Pyramid Skeleton Commander,30,20,2000
9305520,Advisor Mummy,30,35,4200
9305521,Pharaoh Snake,30,25,2750
9305522,Pharoah Mummy,30,4668,672000
9305600,Mano,100,16010,2600000
9305601,Mushmom,102,17210,2870400
9305602,Stumpy,104,18580,3153600
9305603,Blue Mushmom,106,19840,3465000
9305604,Zombie Mushmom,108,21120,3774600
9305605,King Slime,110,27110,6171000
9305606,Dyle,113,29630,6961500
9305607,King Clang,115,31480,7552500
9305608,Faust,118,34140,8423400
9305609,Hilla,143,400000,500000000
9305610,Metal Golem,120,36080,13608000
9305611,Eliza,123,39100,15134850
9305612,Jr. Balrog,125,41140,16197750
9305613,Nine-Tailed Fox,128,45680,18450000
9305614,Deo,130,49960,20533500
9305615,Zeno,132,54320,22707000
9305616,Timer,135,61380,26280000
9305617,Snack Bar,138,68360,30003750
9305618,Tae Roon,140,73520,32634000
9305619,Von Leon,120,250000,50000000
9305620,Papa Pixie,145,73520,43512000
9305621,Alishar,148,86310,53046000
9305622,Lord Pirate,150,100190,63450000
9305623,Deet and Roi,153,123250,80808000
9305624,Frankenroid,155,150410,135168000
9305625,Chimera,158,179100,165680000
9305626,Poison Golem,160,209270,198832000
9305627,King Sage Cat,163,241730,235392000
9305628,Crimson Balrog,165,275740,274752000
9305629,Arkarium,168,700000,1000000000
9305630,Manon,170,404710,527060000
9305631,Griffey,175,474180,631630000
9305632,Snowman,180,548380,744000000
9305633,Papulatus,185,625900,866230000
9305634,Ani,190,708580,996660000
9305635,Leviathan,195,794680,1137750000
9305636,Dodo,200,884200,1287440000
9305637,Lilynouch,205,1077700,1618740000
9305638,Lyka,210,1289930,1992960000
9305639,Magnus,215,1350000,2000000000
9305640,Mu Gong,250,1974801,2100000000
9305641,Luster Pixie,145,7352,4351200
9305642,Black Ratz,148,8631,5304600
9305643,Captain,150,10019,6345000
9305644,Neo Huroid,153,12325,8080800
9305645,Mithril Mutae,155,15041,13516800
9305646,Homunscullo,158,17910,16568000
9305647,Mixed Golem,160,20927,19883200
9305648,Sage Cat,163,24173,23539200
9305649,Taurospear,165,27574,27475200
9305650,Pure Oak Scarecrow,105,27574,2100000000
9305651,Fine Oak Scarecrow,105,27574,2100000000
9305652,Fake Oak Scarecrow,105,27574,2100000000
9305653,Pure Straw Scarecrow,105,27574,2100000000
9305654,Fine Straw Scarecrow,105,27574,2100000000
9305655,Fake Straw Scarecrow,105,27574,2100000000
9305656,King Omen,220,1518980,2100000000
9305657,Demolishizer,220,1537208,2100000000
9305658,Ephenia,220,1555654,2100000000
9305659,Xerxes,220,1574322,2100000000
9305660,Targa,220,1593214,2100000000
9305661,Scarboss,230,1612333,2100000000
9305662,Ravana,230,1631681,2100000000
9305663,Tarantulus,230,1651261,2100000000
9305664,Dragonoir,230,1671076,2100000000
9305665,Dragon Rider,230,1691129,2100000000
9305666,Hawkeye,240,1711422,2100000000
9305667,Eckhart,240,1731959,2100000000
9305668,Irena,240,1752743,2100000000
9305669,Oz,240,1773776,2100000000
9305670,Mihile,240,1795061,2100000000
9305671,Cygnus,240,1816602,2100000000
9305672,Alang,250,1838401,2100000000
9305673,Bonsun,250,1860462,2100000000
9305674,Wukong,250,1882787,2100000000
9305675,Sondal,250,1905381,2100000000
9305676,Gold Dragon,250,1928245,2100000000
9305677,Red Tiger,250,1951384,2100000000
9305678,Kemdi Scarecrow,105,1951384,2100000000
9305679,So Gong Scarecrow,105,1951384,2100000000
9305680,Netherworld Monk,130,150000,20000000
9306000,System Monster N1,1,1,1
9306001,System Monster N2,1,1,1
9306002,System Monster N3,1,1,1
9306003,System Monster N4,1,1,1
9306004,System Monster N5,1,1,1
9306005,System Monster N5-1,1,1,1
9306006,Infinity,1,1,1
9306007,System Monster F1,1,1,1
9306008,System Monster N4,1,1,1
9306100,System Monster E10,1,1,1
9306101,System Monster G6,1,1,1
9306102,Fabricated Manon,1,1,1
9306103,Fabricated Pianus,1,1,1
9306104,Fabricated Griffey,1,1,1
9306105,Shadow Cygnus,1,1,1
9306107,Fabricated Mihile,1,1,1
9306108,Fabricated Oz,1,1,1
9306109,Fabricated Irena,1,1,1
9306110,Fabricated Eckhart,1,1,1
9306111,Fabricated Hawkeye,1,1,1
9306112,Fabricated Ifrit,1,9222,530000
9306200,Division,1,1,1
9306201,Protectron,1,1,1
9306202,Guidance System,1,1,1
9306203,Guidance System,1,1,1
9306204,Looter,1,1,1
9306205,Broken Auto Security,1,1,1
9306206,Standard Model T-1,1,1,1
9306207,Enhanced Model T-2,1,1,1
9306300,System Monster N3,1,1,1
9306301,System Monster N3,1,1,1
9306302,System Monster N3,1,1,1
9306303,System Monster N3,1,1,1
9306304,System Monster N3,1,1,1
9306305,System Monster N3,1,1,1
9306306,System Monster Master,1,1,1
9306307,System Monster F1,1,1,1
9306308,System Monster F1,1,1,1
9306309,System Monster F1,1,1,1
9307000,Hornet,150,0,100
9307001,Flora,150,0,100
9307002,Rock,150,0,12000000
9307003,Poison Hornet,150,0,100
9307004,Dark Flora,150,0,100
9307005,Rock,150,0,12000000
9307006,Hornet,11,0,150
9307007,Hornet,11,0,150
9307008,Poison Hornet,11,0,150
9307009,General Hornet,11,0,150
9307010,Hornet,11,0,150
9307011,Jr. Wraith,13,0,200
9307012,Jr. Wraith,13,0,200
9307013,Jr. Wraith,13,0,200
9308000,Straw Target Dummy,10,0,500
9308001,Bellflower Root,10,0,125
9308002,Bellflower Root,20,0,375
9308003,Bellflower Root,30,0,900
9308004,Bellflower Root,40,0,1900
9308005,Bellflower Root,50,0,3000
9308006,Bellflower Root,60,0,5500
9308007,Bellflower Root,70,0,10000
9308008,Bellflower Root,80,0,25000
9308009,Bellflower Root,90,0,45000
9308010,Bellflower Root,100,0,65000
9308011,Kru,10,0,250
9308012,Kru,20,0,750
9308013,Kru,30,0,1800
9308014,Kru,40,0,3800
9308015,Kru,50,0,6000
9308016,Kru,60,0,11000
9308017,Kru,70,0,20000
9308018,Kru,80,0,50000
9308019,Kru,90,0,90000
9308020,Kru,100,0,130000
9308021,Calico Mack,10,0,3125
9308022,Calico Mack,20,0,9375
9308023,Calico Mack,30,0,22500
9308024,Calico Mack,40,0,47500
9308025,Calico Mack,50,0,75000
9308026,Calico Mack,60,0,137500
9308027,Calico Mack,70,0,250000
9308028,Calico Mack,80,0,625000
9308029,Calico Mack,90,0,1125000
9308030,Calico Mack,100,0,1625000
9309000,Orange Mushroom,80,732,50000
9309001,Slime,112,1435,335085
9309002,Lupin,116,1621,391395
9309003,Fire Boar,120,3608,453600
9309004,Croco,132,2716,756900
9309005,Ligator,132,2716,756900
9309006,Clang,136,3184,915750
9309007,Lorang,136,3184,915750
9309008,Tortie,140,3676,1087800
9309009,Grupin,144,4189,1276125
9309010,Lioner,144,4189,1276125
9309011,Cellion,144,4189,1276125
9309012,Hector,148,4722,1478250
9309013,White Fang,148,4722,1478250
9309014,Bellamoa,156,6439,2118450
9309015,Plead,156,6439,2118450
9309016,Meerkat,170,10463,4970800
9309017,Kiyo,170,10463,4970800
9309018,Sand Rat,170,10463,4970800
9309019,Scorpion,170,10463,4970800
9309020,Peach Monkey,175,12086,5884800
9309021,Grizzly,175,12086,5884800
9309022,Panda,175,12086,5884800
9309023,Beetle,185,16927,8631000
9309024,Dual Beetle,185,16927,8631000
9309025,Harp,185,16927,8631000
9309026,Blood Harp,185,16927,8631000
9309027,Jr. Newtie,190,20235,10541200
9309028,Nest Golem,190,20235,10541200
9309029,Red Wyvern,195,23709,12632600
9309030,Blue Wyvern,195,23709,12632600
9309031,Dark Wyvern,195,23709,12632600
9309032,Evil Eye,104,1858,157680
9309033,Wild Kargo,108,1056,188730
9309034,Dark Sand Dwarf,158,6974,2320350
9309035,Orange Ancient Slime,152,5405,1732500
9309036,Trap,200,5405,2000000000
9309037,Blue Ancient Slime,165,12,80
9309038,Yellow Curly Cow,165,8955,4142000
9309039,Purple Curly Cow,165,8955,4142000
9309040,Blue Insectivore Slime,160,7520,3379200
9309041,Yellow Insectivore Slime,160,7520,3379200
9309042,Ancient Blue Turtle,104,929,157680
9309043,Ancient Orange Turtle,104,929,157680
9309044,Blue Volcano Bug,120,1804,453600
9309045,Brown Volcano Bug,120,1804,453600
